,202402
600379.SH,-0.3340623038723741
002667.SZ,-0.3340667030683113
600770.SH,-0.33435975219893643
600436.SH,-0.334415487036413
603116.SH,-0.3345041901267851
002674.SZ,-0.3346500929440698
002628.SZ,-0.3349678259032669
600278.SH,-0.3357213101978536
000419.SZ,-0.3357272797387171
002159.SZ,-0.3360948289181778
600202.SH,-0.33660084446072014
000561.SZ,-0.3371555434294615
000153.SZ,-0.33721433596591405
600874.SH,-0.3372984693717185
002364.SZ,-0.33739508579093347
002216.SZ,-0.33764847435646017
600561.SH,-0.33811556084844513
000751.SZ,-0.338524143447885
002479.SZ,-0.33871455388469507
600107.SH,-0.3388452042024756
603012.SH,-0.3391137173264916
002374.SZ,-0.3392345347948275
002348.SZ,-0.33964018509168037
600876.SH,-0.3399580940941856
600726.SH,-0.34000445847257565
002549.SZ,-0.34012471589760895
600168.SH,-0.3402458441215344
600881.SH,-0.340252087356971
603026.SH,-0.3403324907979415
002242.SZ,-0.3406825228048974
002560.SZ,-0.34071511607603155
000790.SZ,-0.3411816430257205
002234.SZ,-0.34187628225097344
000619.SZ,-0.34199926922357776
002228.SZ,-0.3420460841941196
002034.SZ,-0.34211763021784003
600594.SH,-0.34224000443323443
000524.SZ,-0.3424142989647984
000919.SZ,-0.3424491278737503
002380.SZ,-0.3428364906519041
002301.SZ,-0.3428565683119338
600814.SH,-0.343197229340455
000968.SZ,-0.34322691511245446
002293.SZ,-0.34332772066800843
002677.SZ,-0.34374848056556256
600433.SH,-0.34434264752847354
002022.SZ,-0.34434383978555294
000622.SZ,-0.3445179956395073
600315.SH,-0.3445608591505447
600301.SH,-0.34460529767106735
002392.SZ,-0.3453681429746138
002243.SZ,-0.3454518883393921
000655.SZ,-0.3454972396024935
000707.SZ,-0.3458941895338154
600843.SH,-0.3464300296524767
002570.SZ,-0.346605256388578
600213.SH,-0.3467831305325748
600099.SH,-0.34729851847726734
000567.SZ,-0.3475114568732912
000573.SZ,-0.34813769862756583
000529.SZ,-0.3482154412054334
000036.SZ,-0.34933455901465077
600658.SH,-0.34937261411190157
600389.SH,-0.3495270422326916
600055.SH,-0.3496014243415907
002453.SZ,-0.3501750292007426
002191.SZ,-0.3503072171958186
002486.SZ,-0.35080825755040085
000856.SZ,-0.35085789244130966
600405.SH,-0.35128599181889
600501.SH,-0.3516894921538804
002125.SZ,-0.35218156932970884
002275.SZ,-0.35232242992049684
002090.SZ,-0.35240615251228097
002489.SZ,-0.35241107973639635
603227.SH,-0.35249594068474166
002490.SZ,-0.35280860740555003
600458.SH,-0.35290841172298615
600980.SH,-0.35303628951725874
603018.SH,-0.35325716245520344
600882.SH,-0.35356219621969753
600470.SH,-0.35358840848083095
600486.SH,-0.35361256000380004
601566.SH,-0.3536935246407924
600861.SH,-0.3541041528573349
600080.SH,-0.3544437650171197
000011.SZ,-0.3548932537068046
002342.SZ,-0.35504153967698143
000565.SZ,-0.3553852842098441
600113.SH,-0.3560916142398589
002420.SZ,-0.3561891841987307
600212.SH,-0.35639568574027053
000557.SZ,-0.35679257757861393
601886.SH,-0.3569795780418742
600562.SH,-0.3574261781277853
600081.SH,-0.3581878378878959
000691.SZ,-0.3582965412421113
002655.SZ,-0.35864955789119174
603616.SH,-0.35880960098997794
002012.SZ,-0.3589023231008697
000672.SZ,-0.35924472495044935
002160.SZ,-0.35931478205718476
002075.SZ,-0.35943613661788554
603703.SH,-0.359491639220087
002272.SZ,-0.35967632612911327
002622.SZ,-0.3597347738212297
001914.SZ,-0.3598426828575856
000862.SZ,-0.3605066802911616
600097.SH,-0.3605821969263475
600763.SH,-0.36117394830788746
000488.SZ,-0.36118029473670893
600336.SH,-0.36153464168391003
002101.SZ,-0.36192073481407555
000607.SZ,-0.3619247086320844
000019.SZ,-0.3619280800045878
002163.SZ,-0.3623856908537694
002088.SZ,-0.36287720853129135
002258.SZ,-0.3629224723772241
600512.SH,-0.36294623701171935
000722.SZ,-0.36304515261047643
000603.SZ,-0.36311083157301094
600220.SH,-0.36390182399095106
603008.SH,-0.36431238426027424
603308.SH,-0.36448203094935316
002731.SZ,-0.3648572315547992
002729.SZ,-0.36504813883996695
600197.SH,-0.3652003017759777
002582.SZ,-0.36649741659875
600736.SH,-0.3671745913016711
603998.SH,-0.3672086497920215
600308.SH,-0.3672285638094022
002393.SZ,-0.3672740701526832
002208.SZ,-0.36729018811098735
002117.SZ,-0.36729734105275413
002606.SZ,-0.36733247258623525
000507.SZ,-0.36737357817584104
600780.SH,-0.3674895904012662
600403.SH,-0.3676387286153379
000593.SZ,-0.3679651657762297
002733.SZ,-0.3693127367983993
600626.SH,-0.36935694008565345
600082.SH,-0.3694025670486154
603366.SH,-0.36959118486847525
002017.SZ,-0.3700032837076175
600073.SH,-0.37034089956314814
600983.SH,-0.3706811916276348
002752.SZ,-0.37084722234739653
600829.SH,-0.3709065476782408
002431.SZ,-0.370910031546057
000659.SZ,-0.3714290038854886
600984.SH,-0.3715192857297753
000913.SZ,-0.3715747775152454
002167.SZ,-0.3716114846247594
002449.SZ,-0.37199802797898535
600456.SH,-0.37261493085601377
600581.SH,-0.37286849428615604
002367.SZ,-0.3729500611657551
000679.SZ,-0.3730004204285225
600337.SH,-0.37332419740072004
002296.SZ,-0.3733625942403191
603088.SH,-0.37352568399475145
601311.SH,-0.3735633778363753
002474.SZ,-0.37361046720926105
603100.SH,-0.37391078826801016
600815.SH,-0.3746962232628635
600973.SH,-0.37487564483169994
000509.SZ,-0.3750774677803286
600316.SH,-0.3751180701254854
600067.SH,-0.37530316654951945
002645.SZ,-0.3754110477923246
600323.SH,-0.375772057027892
600611.SH,-0.37588897152753936
002669.SZ,-0.3760021880500718
000798.SZ,-0.3760512984123379
601700.SH,-0.37607794740405726
600638.SH,-0.37615705263021265
002612.SZ,-0.37626343106833854
600251.SH,-0.3764664918325299
002511.SZ,-0.37689022833679636
002058.SZ,-0.37695618258436425
601010.SH,-0.3771818233432572
002358.SZ,-0.37775169765302186
600831.SH,-0.3777960067746315
600604.SH,-0.3781203446330811
002694.SZ,-0.37814364395298994
002168.SZ,-0.3782843376966835
000596.SZ,-0.378430942275698
600152.SH,-0.3787834590931811
600735.SH,-0.37912830974755346
600211.SH,-0.37915579657665066
000078.SZ,-0.3792616014015291
002746.SZ,-0.3792847689360609
002110.SZ,-0.3793874080640117
000922.SZ,-0.3798271855493088
603306.SH,-0.3802091139571099
603599.SH,-0.38022715916836564
603006.SH,-0.3809543223066225
002158.SZ,-0.3811282810255812
600191.SH,-0.3818059722146868
600479.SH,-0.38230674036842277
600783.SH,-0.38253108330673663
601116.SH,-0.38304529325176984
603025.SH,-0.38311130856100994
002067.SZ,-0.3834370851428659
002149.SZ,-0.383576903019705
002597.SZ,-0.3839786686910994
600773.SH,-0.3847595491838633
002544.SZ,-0.3847624327208927
600148.SH,-0.3854841367645551
002206.SZ,-0.3857388205584294
000901.SZ,-0.38601347534780095
600738.SH,-0.3860765070495036
002148.SZ,-0.38619764791729394
002370.SZ,-0.3862104914162256
000978.SZ,-0.3863140388843675
000713.SZ,-0.3873116870765835
002483.SZ,-0.3873743525557279
000912.SZ,-0.3874221252435783
002201.SZ,-0.38756017596684345
600167.SH,-0.3876404270614815
600525.SH,-0.3880197370994848
000045.SZ,-0.38835445204716107
603315.SH,-0.3883927400943944
603355.SH,-0.38872293810575786
002768.SZ,-0.3889465016715556
600083.SH,-0.38930717426835626
600054.SH,-0.38942203089403926
600510.SH,-0.38954612451969084
000401.SZ,-0.3895706182345739
600195.SH,-0.3895887873411377
002513.SZ,-0.3897888738768457
600217.SH,-0.3900401155883841
000016.SZ,-0.3900456236103746
000701.SZ,-0.3903045840528072
000608.SZ,-0.3904090060966452
002288.SZ,-0.39067394359119606
002589.SZ,-0.39087862395260176
002434.SZ,-0.3912418536100048
600259.SH,-0.391279538015949
000767.SZ,-0.3912999245917698
002683.SZ,-0.39139833601394336
002218.SZ,-0.3917609462460534
002375.SZ,-0.39202840538156836
600361.SH,-0.39231032322581133
002576.SZ,-0.39242834647832187
002083.SZ,-0.3924957537665498
002057.SZ,-0.39281224100265566
002452.SZ,-0.3932426043602695
603789.SH,-0.39393598197726565
600216.SH,-0.39428674127448615
002023.SZ,-0.39431293194697736
002735.SZ,-0.39433507780341626
600764.SH,-0.3945171966298615
002580.SZ,-0.39461288888715224
603611.SH,-0.39462039624240225
002094.SZ,-0.3947257539225546
002719.SZ,-0.3949825865164889
002643.SZ,-0.39546097024908033
600818.SH,-0.39631849135001007
002076.SZ,-0.3964363811780629
002304.SZ,-0.3972710772009984
000498.SZ,-0.39757886603367354
002496.SZ,-0.3979580160316394
600651.SH,-0.39894939845904703
000599.SZ,-0.3990335209411679
002461.SZ,-0.3991806535507382
002263.SZ,-0.3994655905134143
600963.SH,-0.399798543769851
603686.SH,-0.4001371054378845
002253.SZ,-0.4002394052922833
001696.SZ,-0.4003011667279243
000718.SZ,-0.4007048011917047
000632.SZ,-0.4009640608005895
600828.SH,-0.4010938628196493
600993.SH,-0.40122012766679377
000886.SZ,-0.40158307076527283
600791.SH,-0.4016222678143945
600807.SH,-0.40166938709157507
600691.SH,-0.40171149802628237
000930.SZ,-0.40194188512275525
002108.SZ,-0.4019731457558872
002199.SZ,-0.40222977393350023
600228.SH,-0.402393128725546
002692.SZ,-0.40257706244257335
002430.SZ,-0.4026940568081037
002298.SZ,-0.40287222647264714
600116.SH,-0.40288103402947895
600198.SH,-0.4031664487940514
002210.SZ,-0.4032325258109821
002379.SZ,-0.4035194414335773
002339.SZ,-0.4038273949051862
000088.SZ,-0.4044859929843681
002237.SZ,-0.4044973821549776
600812.SH,-0.40456521888874414
000761.SZ,-0.40490253942086446
600869.SH,-0.40500666625019965
000915.SZ,-0.4050844010697572
002716.SZ,-0.405204345953015
600190.SH,-0.4054007143822471
600827.SH,-0.4055402919810038
600459.SH,-0.4056091711693388
600132.SH,-0.4056858245977423
600779.SH,-0.406405875512002
002702.SZ,-0.40665124712231215
600587.SH,-0.4067258487502522
002491.SZ,-0.4067626202771938
603901.SH,-0.4068038337246068
000008.SZ,-0.4070999988901037
002247.SZ,-0.40721561744767215
002112.SZ,-0.4075857472214638
000799.SZ,-0.40779680829822224
600563.SH,-0.40815737041802996
002691.SZ,-0.40822191017003073
000965.SZ,-0.408250499303243
600798.SH,-0.40840743978881944
000537.SZ,-0.40853297853381104
002629.SZ,-0.40856798916279347
002438.SZ,-0.40863892964530424
002133.SZ,-0.4086439888238776
002396.SZ,-0.4090871937337764
603519.SH,-0.40915353081718325
600388.SH,-0.4099042364836427
000028.SZ,-0.4100665849689588
600128.SH,-0.41050451228099594
002546.SZ,-0.41066021244412965
600496.SH,-0.41093224798488703
002104.SZ,-0.41116589809056386
600596.SH,-0.4111867153635459
002026.SZ,-0.41129963894858584
600495.SH,-0.4114518586533004
000848.SZ,-0.4119101375155744
600739.SH,-0.41197583514273173
002705.SZ,-0.41230952410914146
002004.SZ,-0.41268585534549584
002638.SZ,-0.41276682570237483
000822.SZ,-0.41306642588182824
002303.SZ,-0.41375106385059257
000555.SZ,-0.4137719758653958
600491.SH,-0.41394927115324115
603889.SH,-0.4147046364746886
000031.SZ,-0.41495449552310865
000698.SZ,-0.41502088267482257
000738.SZ,-0.41502975742714454
600720.SH,-0.41519948934922934
603899.SH,-0.41534123366979214
600207.SH,-0.4153873715246074
600966.SH,-0.4158021716360808
600444.SH,-0.4158130912083935
600967.SH,-0.4158890769393703
000737.SZ,-0.41611033509735407
002690.SZ,-0.4161339116858054
002613.SZ,-0.4162662604204019
600826.SH,-0.41644344947217543
000989.SZ,-0.41669528769338887
603688.SH,-0.41687415307738673
002593.SZ,-0.4168846616391285
600643.SH,-0.4169682884718586
002165.SZ,-0.41778137280957034
002035.SZ,-0.41835893844742583
601515.SH,-0.41850925051154614
000735.SZ,-0.4188398896034203
002300.SZ,-0.41890191821161665
001896.SZ,-0.4192877554834666
000586.SZ,-0.4194444180835603
600329.SH,-0.41953317640508214
600846.SH,-0.41967351932466435
603328.SH,-0.4199290898077302
002755.SZ,-0.4199970305005047
000892.SZ,-0.42015861256813053
600477.SH,-0.42044608337220574
600267.SH,-0.42074674823544256
000661.SZ,-0.42103104280924614
000973.SZ,-0.4215769620991385
002397.SZ,-0.4216374053509874
002226.SZ,-0.42168357599355577
002254.SZ,-0.4217245463981352
002585.SZ,-0.4221468162855577
603368.SH,-0.42219631912936373
002081.SZ,-0.42264506541032004
002596.SZ,-0.4231817724059309
002539.SZ,-0.4232848679076033
002341.SZ,-0.42345980083714185
002565.SZ,-0.4238284423854896
002302.SZ,-0.4240383393899714
600059.SH,-0.4243538020552151
002041.SZ,-0.424682890086828
002053.SZ,-0.4247038371134036
600376.SH,-0.4249490089090028
600548.SH,-0.4251872131606763
600206.SH,-0.42520463221281185
002545.SZ,-0.42524612158778413
002182.SZ,-0.42528055144582594
600850.SH,-0.42528546798296796
600987.SH,-0.4253722946577925
000533.SZ,-0.42543461240502556
000795.SZ,-0.4254636376744068
002196.SZ,-0.42581046085003826
002419.SZ,-0.4258306117230419
600503.SH,-0.42621033597316293
600110.SH,-0.4264963726202151
600366.SH,-0.4267115010012208
002366.SZ,-0.42748185757703455
600467.SH,-0.42787982785829615
002290.SZ,-0.42810410709734353
002381.SZ,-0.42816335233065694
000048.SZ,-0.4289361942164111
002204.SZ,-0.42917235294161826
600523.SH,-0.4292288937107906
601388.SH,-0.42940506158919994
600478.SH,-0.42974107496041075
600769.SH,-0.4302462909589915
002557.SZ,-0.4302833069755982
000544.SZ,-0.4312647688329668
600187.SH,-0.4314265900384361
600613.SH,-0.4316148207880167
002132.SZ,-0.43185786725243447
600771.SH,-0.4320679542941416
600237.SH,-0.43214067270880785
000962.SZ,-0.43248794347654157
601518.SH,-0.4328537411624517
600400.SH,-0.4334254618287527
002186.SZ,-0.4336948842607805
000610.SZ,-0.43493547682867373
600653.SH,-0.43495575655817403
002184.SZ,-0.43520032060473446
600249.SH,-0.4352652824624605
600162.SH,-0.43578331076090343
600420.SH,-0.43628115065577777
000428.SZ,-0.4363149769604974
600063.SH,-0.43635905333364033
002468.SZ,-0.4368047541163462
600378.SH,-0.43731045127211915
002336.SZ,-0.43769681785612286
600127.SH,-0.4380461405296446
000791.SZ,-0.4387483598487952
600490.SH,-0.4388582396295092
002727.SZ,-0.4389074072040735
600226.SH,-0.43897767080588707
002141.SZ,-0.4391336527512643
600872.SH,-0.4399615542378787
002418.SZ,-0.4405800905837116
002055.SZ,-0.4405875151962302
600386.SH,-0.44058858855485056
600609.SH,-0.44070323621557095
603589.SH,-0.440950365266434
002389.SZ,-0.4410770225216549
600268.SH,-0.4413100907086448
000816.SZ,-0.4414922581059709
000665.SZ,-0.44149908536703775
002294.SZ,-0.44162741765880675
002203.SZ,-0.441928085666721
002285.SZ,-0.4420243310319526
002516.SZ,-0.4426508245314508
002345.SZ,-0.4429591515811341
601908.SH,-0.44337734871824
603828.SH,-0.4435798824623499
600327.SH,-0.44388644378051834
002048.SZ,-0.44443434961707023
002096.SZ,-0.44443947586157484
600165.SH,-0.4444953313185159
000597.SZ,-0.44471922854688845
000548.SZ,-0.44479016081212386
601011.SH,-0.44504634452639447
002314.SZ,-0.4450554484813457
000156.SZ,-0.44531047550301245
000523.SZ,-0.4455644941645359
002765.SZ,-0.4456178636578934
603636.SH,-0.4462305443608186
600300.SH,-0.4467210528103529
002443.SZ,-0.44695533599477805
600408.SH,-0.447288281515304
600038.SH,-0.4473436411141004
600569.SH,-0.4474669855646752
000993.SZ,-0.44748105984417347
002591.SZ,-0.44758137199196313
600151.SH,-0.4477184237359183
002542.SZ,-0.44783454007546525
000530.SZ,-0.4478913327760092
