,202403
000622.SZ,-0.3014266953790678
600638.SH,-0.30153172698694247
000573.SZ,-0.30155000300197377
002696.SZ,-0.30223338975440145
600753.SH,-0.3024650710990786
002258.SZ,-0.30276086233856914
000567.SZ,-0.30331971592181217
600192.SH,-0.30344498991005464
600235.SH,-0.304637800902947
600876.SH,-0.3047330770384939
002623.SZ,-0.3047549286948154
002667.SZ,-0.304800034270356
002631.SZ,-0.30509839818610257
002206.SZ,-0.30531419720835207
600881.SH,-0.3055105909693135
600067.SH,-0.3059548855750772
600389.SH,-0.306144409648397
002374.SZ,-0.3065442001951226
002462.SZ,-0.30670155051148756
600163.SH,-0.3068876057925318
002566.SZ,-0.30742173723047805
002562.SZ,-0.3075493329606889
002479.SZ,-0.30812843110685106
000782.SZ,-0.3085988670137431
002775.SZ,-0.30866408019538155
002140.SZ,-0.30935595482790884
600486.SH,-0.30949454640459084
000488.SZ,-0.3096318981643289
000929.SZ,-0.31129047699556367
002629.SZ,-0.31165062578495695
601199.SH,-0.3119557455534284
002207.SZ,-0.3124808791108714
600510.SH,-0.3133921071531249
002769.SZ,-0.31357471331662384
002489.SZ,-0.31374482990016017
603678.SH,-0.3137724211953043
000011.SZ,-0.3142905778101231
600697.SH,-0.31433904634059373
002570.SZ,-0.31463307708992855
600814.SH,-0.3146540232881148
002110.SZ,-0.3151639522080762
600963.SH,-0.3152788430228872
002328.SZ,-0.3153729796649262
000031.SZ,-0.31560323517271377
601700.SH,-0.31578077582342806
600526.SH,-0.3158748558546722
600897.SH,-0.3161442914187425
600739.SH,-0.31619949503040273
002730.SZ,-0.3162382339792142
002105.SZ,-0.3163065475323495
000062.SZ,-0.31655789490006064
600202.SH,-0.3166100215756795
601010.SH,-0.3167896933317524
002758.SZ,-0.31741712811004846
000652.SZ,-0.31745916453454226
000529.SZ,-0.31760667251050617
601968.SH,-0.31762929365520187
603012.SH,-0.3179506549907033
002102.SZ,-0.318071236083304
002089.SZ,-0.3180790829711806
600749.SH,-0.3181562605612128
002012.SZ,-0.3183514464638515
600604.SH,-0.31846590689982307
002480.SZ,-0.31890009789954726
600232.SH,-0.3189077575011006
002004.SZ,-0.3189726694834878
002732.SZ,-0.3201886963637466
000619.SZ,-0.3203566410079037
601886.SH,-0.3205203617052358
603166.SH,-0.3212535910044187
600101.SH,-0.3219154638655163
000920.SZ,-0.322194349490718
002612.SZ,-0.3222343410005021
002201.SZ,-0.3224279486313181
000919.SZ,-0.3226411307736381
002342.SZ,-0.3226635989235277
600626.SH,-0.3227009859224701
002731.SZ,-0.32281691710329935
600643.SH,-0.32289345690324883
002397.SZ,-0.32289808375891044
600976.SH,-0.3230844586775289
600167.SH,-0.32330354141071566
000779.SZ,-0.3233824056207309
002228.SZ,-0.3235092113999906
002606.SZ,-0.32356870397251
002234.SZ,-0.323650186364715
600308.SH,-0.3244844409075801
600279.SH,-0.3245401221458336
002554.SZ,-0.3247371724797416
002095.SZ,-0.3254062989357852
002348.SZ,-0.3262154849483918
000655.SZ,-0.32720361154586886
000713.SZ,-0.3278172784630191
600648.SH,-0.3282050377857386
002398.SZ,-0.3284692595661516
600882.SH,-0.32917188995758057
600783.SH,-0.32942602994144493
002392.SZ,-0.329742166279381
600594.SH,-0.32986234930539554
002094.SZ,-0.32990773325755834
600763.SH,-0.3303328097620766
603889.SH,-0.33060322339023357
603869.SH,-0.3309601358770642
601116.SH,-0.3309928656666003
600987.SH,-0.33109412578132547
002529.SZ,-0.33115025285781013
000040.SZ,-0.331582672870143
600315.SH,-0.3316123120867201
002746.SZ,-0.3317720825563085
601007.SH,-0.33196707031372125
600216.SH,-0.3326840186435271
601113.SH,-0.3327275884546589
603519.SH,-0.3331015239284605
002293.SZ,-0.3332149890760657
002057.SZ,-0.3335806988523298
002191.SZ,-0.3339879493524717
002231.SZ,-0.3340851335784469
000576.SZ,-0.334354170861405
002025.SZ,-0.33449613311360016
002453.SZ,-0.3348607774786798
000698.SZ,-0.33494941984735443
002627.SZ,-0.335050367783081
600828.SH,-0.33572937635421174
600491.SH,-0.33614548403770605
002622.SZ,-0.3367834886326963
600099.SH,-0.3371629447916842
002643.SZ,-0.3374314201666626
002620.SZ,-0.3380549168654865
000049.SZ,-0.3381013550123221
600496.SH,-0.3381224643914881
600055.SH,-0.33854675806859164
600391.SH,-0.3388012018773931
600073.SH,-0.3391590408801877
002133.SZ,-0.33920360467147476
002081.SZ,-0.3392058052356633
002549.SZ,-0.3394291925710583
600812.SH,-0.3399934379603777
002469.SZ,-0.34038557632683586
600116.SH,-0.3405413100679041
002134.SZ,-0.34058222536612925
002367.SZ,-0.34100147216965604
600376.SH,-0.34108986414737175
603698.SH,-0.34140268482875574
603008.SH,-0.3419218645678776
002190.SZ,-0.34213347361436247
000707.SZ,-0.3422539784903099
600798.SH,-0.34239478043068805
600716.SH,-0.3434403952696889
600455.SH,-0.3441781394302501
600477.SH,-0.34454578312222717
002163.SZ,-0.3445723248650306
600283.SH,-0.34512987538426926
600691.SH,-0.345225617323018
002597.SZ,-0.3453713477786758
000906.SZ,-0.34545137780831686
000901.SZ,-0.3458668132599906
002666.SZ,-0.34610759799649266
000498.SZ,-0.346144051107873
002688.SZ,-0.34639955523065336
002434.SZ,-0.34642929095520025
000968.SZ,-0.3471562306444484
000862.SZ,-0.3471792176545979
002461.SZ,-0.3472300416641648
600827.SH,-0.3478356949762179
600779.SH,-0.34786282945648705
002723.SZ,-0.34922257332556694
600966.SH,-0.34986215985600616
002203.SZ,-0.3502059588117584
603599.SH,-0.35029282668929596
600080.SH,-0.35046639726673046
002088.SZ,-0.350928452550888
002275.SZ,-0.35107072648956766
002674.SZ,-0.3510750898061721
000632.SZ,-0.35115790650533274
002160.SZ,-0.3517523037054822
600182.SH,-0.3518522491888493
000088.SZ,-0.3520532219746969
600793.SH,-0.35210234199429
600162.SH,-0.35224385618507625
000958.SZ,-0.35300465518435514
000534.SZ,-0.3544398470738142
600829.SH,-0.3546699926516243
002026.SZ,-0.3549050236067526
002218.SZ,-0.35495262487159107
600211.SH,-0.3550188389237422
600525.SH,-0.3555312676503661
002483.SZ,-0.35563768118856043
000816.SZ,-0.3558853560557488
000402.SZ,-0.3567303714491717
600503.SH,-0.35689933212174596
600826.SH,-0.3570704656981959
603268.SH,-0.35719026169198786
002768.SZ,-0.3572281473448455
002435.SZ,-0.357542154867287
600581.SH,-0.357807675288605
002636.SZ,-0.3581594308938561
000659.SZ,-0.3582874009881194
000755.SZ,-0.35844262665451687
002246.SZ,-0.35898867216571484
000989.SZ,-0.35902053279444396
000078.SZ,-0.35917879704242744
002626.SZ,-0.3597370011198947
002350.SZ,-0.3601542363036283
600720.SH,-0.3604782215896756
002300.SZ,-0.36064271736048836
002047.SZ,-0.3608873202567307
002059.SZ,-0.3610905130158957
002546.SZ,-0.3613159500698498
002314.SZ,-0.3616448287560458
002083.SZ,-0.3617559651525011
600179.SH,-0.36185244810389183
002364.SZ,-0.3623581801120111
600501.SH,-0.36275118365333164
600238.SH,-0.3634716158923332
000799.SZ,-0.36407403307914915
600831.SH,-0.3640953309989641
000537.SZ,-0.36414601373602884
000688.SZ,-0.36438630789477944
000042.SZ,-0.3646538791891987
002488.SZ,-0.3648975062888598
000949.SZ,-0.36534738591602933
002114.SZ,-0.3653713037066554
000430.SZ,-0.36541940366827036
600063.SH,-0.36549401147569993
002741.SZ,-0.3661319930854138
000718.SZ,-0.36630951273543905
600267.SH,-0.36641254854554917
002580.SZ,-0.3665743605906511
600780.SH,-0.3667492320823787
600381.SH,-0.36694446867152225
600861.SH,-0.3670815632654511
002539.SZ,-0.3675578882565658
002713.SZ,-0.36761029168769216
603686.SH,-0.36821267208731767
603100.SH,-0.3687311498690853
000635.SZ,-0.3689727845647589
002563.SZ,-0.36900412720118925
600874.SH,-0.36919629914241114
000557.SZ,-0.3695949281485474
002287.SZ,-0.3697745569338786
600663.SH,-0.3701706193352075
600810.SH,-0.3702808042834499
600436.SH,-0.3704137566777531
000795.SZ,-0.3713143456776905
002726.SZ,-0.3713514583630149
603126.SH,-0.3715690339656228
002420.SZ,-0.3716185236170849
002585.SZ,-0.37192140677422847
600110.SH,-0.37202911328404453
600848.SH,-0.37207924892428607
002158.SZ,-0.37218709693047625
002638.SZ,-0.37225290437547454
600764.SH,-0.372393143759392
600967.SH,-0.3726069076602556
600735.SH,-0.3729894591181346
002683.SZ,-0.3732322977457563
600756.SH,-0.3743958462868315
002304.SZ,-0.37459325265047466
002022.SZ,-0.3748604662757296
002017.SZ,-0.3755735042790669
000926.SZ,-0.3760070954276372
600151.SH,-0.3761111537137928
600213.SH,-0.37631634147672566
600132.SH,-0.3766152976790916
600059.SH,-0.37673187103165523
000850.SZ,-0.37678967826440923
000026.SZ,-0.3775078466513819
603306.SH,-0.3776022383793277
002454.SZ,-0.3778400900607232
002319.SZ,-0.3779271689531149
002060.SZ,-0.3781915538298912
600563.SH,-0.3782176011079079
601015.SH,-0.3783746906037526
000761.SZ,-0.37864146660680204
002199.SZ,-0.37936606671079814
002408.SZ,-0.3796279425039846
000597.SZ,-0.3800431883651005
603611.SH,-0.38018913777395325
002254.SZ,-0.3801935159310606
600113.SH,-0.3807172144783534
600259.SH,-0.38085374630098023
600190.SH,-0.3809224433909964
002748.SZ,-0.38171572423365674
600187.SH,-0.38171806869447106
601908.SH,-0.38232325922174387
603899.SH,-0.38236605272158836
002759.SZ,-0.38238055022084694
002560.SZ,-0.38264970154039235
002576.SZ,-0.38284590802019125
002288.SZ,-0.38285142460916355
600463.SH,-0.3828552735574227
002690.SZ,-0.3831064277699266
600107.SH,-0.3832220007431317
600725.SH,-0.3834964961314772
600128.SH,-0.38353251586929465
002101.SZ,-0.3835829515187953
600329.SH,-0.3847316533697558
600478.SH,-0.3847676212278321
002765.SZ,-0.3848121569630578
002108.SZ,-0.3848366828819403
000785.SZ,-0.3850021915909216
002010.SZ,-0.3850051390891868
600251.SH,-0.385054764561338
600587.SH,-0.38527308861279014
600738.SH,-0.3855652878062331
600103.SH,-0.3858469438972643
601339.SH,-0.38612837898852315
600983.SH,-0.3861286375080888
002247.SZ,-0.38618704064631754
600388.SH,-0.38649538559997776
002729.SZ,-0.38652728092077754
002041.SZ,-0.3866456293418149
601011.SH,-0.3867959936009955
002752.SZ,-0.38710619100048743
600787.SH,-0.38726791239430636
600811.SH,-0.3875266451400164
002302.SZ,-0.3879114912857963
600195.SH,-0.3884547181570439
002184.SZ,-0.38854589212083374
000548.SZ,-0.38875263928801385
000411.SZ,-0.38889263182583855
000973.SZ,-0.38896226204727924
600323.SH,-0.38974077960176595
002376.SZ,-0.3898385587966577
600550.SH,-0.39024603772489846
000823.SZ,-0.39025478899966204
002295.SZ,-0.39025789859545884
000593.SZ,-0.39027035161747764
002104.SZ,-0.3907632541648143
600408.SH,-0.3910224253648773
000028.SZ,-0.3911978208553764
600540.SH,-0.3914080267043629
600616.SH,-0.39155494457210427
002396.SZ,-0.3918224690339919
000767.SZ,-0.39194644657120886
002329.SZ,-0.3920515726926591
002117.SZ,-0.3929334540667448
000607.SZ,-0.3929822292334984
002593.SZ,-0.39391342887306424
600993.SH,-0.39408291973828846
002380.SZ,-0.3941298450544447
600869.SH,-0.3945181661570468
002219.SZ,-0.3946911493705809
600321.SH,-0.39512073451084084
603355.SH,-0.3957332390103306
000551.SZ,-0.39584557373075946
600596.SH,-0.39605571419952296
600228.SH,-0.3962155170129155
002337.SZ,-0.3965521274836322
000561.SZ,-0.39656117430007665
600456.SH,-0.39708296278129146
002545.SZ,-0.3971917797704725
002297.SZ,-0.39732279224441686
002090.SZ,-0.3980558792876757
600771.SH,-0.3981878802452576
601515.SH,-0.3987634100699507
600835.SH,-0.3997172251835144
000507.SZ,-0.3998417995966855
002589.SZ,-0.4003819005297931
600249.SH,-0.4003987005864891
600467.SH,-0.4014596718479601
600658.SH,-0.4015105937998606
002019.SZ,-0.40154204749777
600694.SH,-0.4017199795389518
600191.SH,-0.4022860519075027
603828.SH,-0.4031949863048078
002186.SZ,-0.4033236131597533
600397.SH,-0.40352957321516814
002390.SZ,-0.4037494762637187
002339.SZ,-0.40454872269958797
603227.SH,-0.4047578292542132
002663.SZ,-0.40487241757044695
002262.SZ,-0.4054182964280725
600400.SH,-0.4054638510540743
002285.SZ,-0.4056438431097131
600653.SH,-0.40605145711380813
601996.SH,-0.40611744286148166
002263.SZ,-0.40614906118301003
000735.SZ,-0.4063766217391384
603718.SH,-0.4067296394359621
002357.SZ,-0.40675496185287946
603399.SH,-0.4067593540317198
601311.SH,-0.40677709507382537
002551.SZ,-0.4071730786909685
002449.SZ,-0.4080391464268893
000048.SZ,-0.40822917337901016
600521.SH,-0.40854958720466694
000428.SZ,-0.4087300154429195
000025.SZ,-0.40887823250842414
600984.SH,-0.4089633576500984
601678.SH,-0.4096472511324057
600538.SH,-0.40991389194926225
600300.SH,-0.41013865503170266
000061.SZ,-0.4101754755996079
600729.SH,-0.4106078688737881
600168.SH,-0.4107260412232687
002379.SZ,-0.41086292010545555
002702.SZ,-0.41096576515806066
600121.SH,-0.41128747662828075
000701.SZ,-0.41185728061013727
600635.SH,-0.4118947343817549
002697.SZ,-0.4119162607751617
600444.SH,-0.4120708107409682
002112.SZ,-0.41228376213694623
600569.SH,-0.41236507127202987
600824.SH,-0.41247757206582686
600684.SH,-0.4129029987441197
002596.SZ,-0.41339116696877626
002035.SZ,-0.4134508844125065
000059.SZ,-0.4134911071023977
002345.SZ,-0.4137478901973304
600649.SH,-0.41378529286892585
600057.SH,-0.41387232781195954
603589.SH,-0.41400180145850785
600872.SH,-0.4140534676436418
002159.SZ,-0.4140756960848028
002430.SZ,-0.41466497800456026
600420.SH,-0.4161379165772381
002557.SZ,-0.41618281820605846
002582.SZ,-0.41653617630928075
600327.SH,-0.4166794517277136
603169.SH,-0.41695711145536307
600298.SH,-0.41702751860623566
000751.SZ,-0.4171168923231275
600281.SH,-0.4173438585014471
002091.SZ,-0.41760466472205987
600299.SH,-0.4184112684088757
603025.SH,-0.41852038505252165
603021.SH,-0.41958684404646757
000029.SZ,-0.42004790747738185
600885.SH,-0.42047706593894874
600990.SH,-0.42060422759368193
000722.SZ,-0.4209859747828414
600980.SH,-0.42102010230289977
000016.SZ,-0.42196261633747095
600197.SH,-0.4221410801887875
600085.SH,-0.42218110079302923
601018.SH,-0.4222063503345128
000738.SZ,-0.4225878703587409
000935.SZ,-0.4228137838241746
000913.SZ,-0.42347261996946195
000661.SZ,-0.42362445237188695
600363.SH,-0.4237926012620822
600301.SH,-0.4247150388427155
002324.SZ,-0.4256049362432511
600517.SH,-0.42570390550053433
002067.SZ,-0.42606470024541804
600148.SH,-0.42689135243988985
002168.SZ,-0.42702324622808707
600316.SH,-0.42733150286926125
000881.SZ,-0.4281488447523896
603366.SH,-0.4284039753008296
600171.SH,-0.42840940459431537
000627.SZ,-0.4287934400270249
000045.SZ,-0.4288455053666076
002568.SZ,-0.42925119144037793
600981.SH,-0.4293077279144616
600850.SH,-0.4293793413389335
601518.SH,-0.42959583940726875
600378.SH,-0.42974205291167444
002727.SZ,-0.42978697306535246
002079.SZ,-0.42998495780912177
600597.SH,-0.4317729753901667
000691.SZ,-0.43193734051591615
000990.SZ,-0.4324716508423885
002192.SZ,-0.4326900127355031
603456.SH,-0.43284968616818764
600613.SH,-0.43336731275252677
600889.SH,-0.4334168340356223
600448.SH,-0.43344956671053
000812.SZ,-0.4335588848074838
000836.SZ,-0.4340758485816643
601069.SH,-0.4343040230427691
000856.SZ,-0.4345396015805782
600600.SH,-0.43464305650473894
002266.SZ,-0.4348644571805707
600776.SH,-0.4349877768142073
000558.SZ,-0.4350474388476822
002048.SZ,-0.4354433659582963
002303.SZ,-0.4354909645104354
000759.SZ,-0.4354915678864227
601106.SH,-0.4356949075187226
601100.SH,-0.43573516721848754
002494.SZ,-0.4357724737607215
000902.SZ,-0.4358657498425508
600769.SH,-0.43596221365013654
600641.SH,-0.4361824028765244
002141.SZ,-0.43649766375800464
600037.SH,-0.4376867397708517
000544.SZ,-0.4380096043205052
600366.SH,-0.43806741256340576
603328.SH,-0.4381982935750308
600237.SH,-0.4382909379627163
600223.SH,-0.4392554037594952
002498.SZ,-0.43937392030019823
002166.SZ,-0.43946012390651357
603088.SH,-0.44008721760429353
603703.SH,-0.44009248661647404
600169.SH,-0.44045269686991
002372.SZ,-0.44101173359875334
600020.SH,-0.4412897143745281
000514.SZ,-0.4416253550875612
000893.SZ,-0.44185478531526773
002468.SZ,-0.44186649365827335
600651.SH,-0.4419041478337385
600108.SH,-0.44203924799059097
600273.SH,-0.44225787362080554
002491.SZ,-0.4423651866386995
600567.SH,-0.44237150201187964
600479.SH,-0.44318520018689955
002294.SZ,-0.4434109503301378
002053.SZ,-0.44366426644236756
000410.SZ,-0.44413618263009275
002299.SZ,-0.4444898370718774
600740.SH,-0.4446826555515124
002370.SZ,-0.4448025515866734
002495.SZ,-0.445203671510584
002516.SZ,-0.4453933287207981
002305.SZ,-0.44541057649476107
002443.SZ,-0.44596231493272365
600212.SH,-0.4459855843561016
000912.SZ,-0.4460490857151859
600877.SH,-0.446502312560488
002132.SZ,-0.4466079062773198
002153.SZ,-0.44677672189643103
600702.SH,-0.4467929223729572
603998.SH,-0.4472926219156438
600277.SH,-0.44734706057437207
000963.SZ,-0.44739482653950385
600206.SH,-0.44762989350318577
600724.SH,-0.44769046453530004
600791.SH,-0.4477319862341124
002655.SZ,-0.4482757704470931
000517.SZ,-0.4490410897151942
000970.SZ,-0.4491003251822443
002507.SZ,-0.4493205616128423
600071.SH,-0.44935343266641725
000848.SZ,-0.4494081525356267
603518.SH,-0.4507120981744425
002393.SZ,-0.45072718932745276
600841.SH,-0.4508309941197325
002332.SZ,-0.4516163153738116
601965.SH,-0.45168826241288146
603368.SH,-0.45194067990794223
601208.SH,-0.4520617971832953
000757.SZ,-0.4521542736930863
000739.SZ,-0.4522987985874156
000716.SZ,-0.45243900714830587
601890.SH,-0.45287180570626717
601969.SH,-0.45289558291001786
600609.SH,-0.4531458505429245
600868.SH,-0.4531604464525213
002501.SZ,-0.4533896358304664
002051.SZ,-0.4535448188088905
000861.SZ,-0.45398169464561766
