日期,2010-01-29,2010-02-26,2010-03-31,2010-04-30,2010-05-31,2010-06-30,2010-07-30,2010-08-31,2010-09-30,2010-10-29,2010-11-30,2010-12-31,2011-01-31,2011-02-28,2011-03-31,2011-04-29,2011-05-31,2011-06-30,2011-07-29,2011-08-31,2011-09-30,2011-10-31,2011-11-30,2011-12-30,2012-01-31,2012-02-29,2012-03-30,2012-04-27,2012-05-31,2012-06-29,2012-07-31,2012-08-31,2012-09-28,2012-10-31,2012-11-30,2012-12-31,2013-01-31,2013-02-28,2013-03-29,2013-04-26,2013-05-31,2013-06-28,2013-07-31,2013-08-30,2013-09-30,2013-10-31,2013-11-29,2013-12-31,2014-01-30,2014-02-28,2014-03-31,2014-04-30,2014-05-30,2014-06-30,2014-07-31,2014-08-29,2014-09-30,2014-10-31,2014-11-28,2014-12-31,2015-01-30,2015-02-27,2015-03-31,2015-04-30,2015-05-29,2015-06-30,2015-07-31,2015-08-31,2015-09-30,2015-10-30,2015-11-30,2015-12-31,2016-01-29,2016-02-29,2016-03-31,2016-04-29,2016-05-31,2016-06-30,2016-07-29,2016-08-31,2016-09-30,2016-10-31,2016-11-30,2016-12-30,2017-01-26,2017-02-28,2017-03-31,2017-04-28,2017-05-31,2017-06-30,2017-07-31,2017-08-31,2017-09-29,2017-10-31,2017-11-30,2017-12-29,2018-01-31,2018-02-28,2018-03-30,2018-04-27,2018-05-31,2018-06-29,2018-07-31,2018-08-31,2018-09-28,2018-10-31,2018-11-30,2018-12-28,2019-01-31,2019-02-28,2019-03-29,2019-04-30,2019-05-31,2019-06-28,2019-07-31,2019-08-30,2019-09-30,2019-10-31,2019-11-29,2019-12-31,2020-01-23,2020-02-28,2020-03-31,2020-04-30,2020-05-29,2020-06-30,2020-07-31,2020-08-31,2020-09-30,2020-10-30,2020-11-30,2020-12-31,2021-01-29,2021-02-26,2021-03-31,2021-04-30,2021-05-31,2021-06-30,2021-07-30,2021-08-31,2021-09-30,2021-10-29,2021-11-30,2021-12-31,2022-01-28,2022-02-28,2022-03-31,2022-04-29,2022-05-31,2022-06-30,2022-07-29,2022-08-31,2022-09-30,2022-10-31,2022-11-30,2022-12-30,2023-01-31,2023-02-28,2023-03-31,2023-04-28,2023-05-31,2023-06-30,2023-07-31,2023-08-31,2023-09-28,2023-10-31,2023-11-30,2023-12-29,2024-01-31,2024-02-29
002155.SZ,4,8,12,14,13,5,10,14,11,9,9,14,7,11,14,6,8,13,12,11,6,7,10,8,10,9,11,9,13,10,11,11,13,8,8,11,8,6,8,9,10,2,12,12,0,0,0,6,11,9,9,7,6,11,14,9,8,6,10,6,9,5,10,11,7,10,12,9,12,9,9,12,8,11,11,12,13,9,11,12,9,7,10,9,8,9,9,8,6,12,10,10,9,6,10,10,6,6,10,8,10,6,11,7,9,10,8,14,10,6,7,8,11,11,10,10,6,3,7,12,7,10,12,7,10,7,13,9,10,7,9,11,8,7,9,11,10,7,16,13,7,9,9,9,12,9,8,9,8,12,13,11,10,10,10,10,9,13,7,8,12,8,12,11,12,7,11,10,10,6
002156.SZ,13,5,14,13,12,11,12,11,8,9,9,11,7,9,10,9,9,12,11,8,12,9,8,7,11,12,8,10,10,9,9,14,11,8,9,10,9,8,10,9,14,10,14,10,8,8,9,13,14,10,10,10,13,10,11,13,14,8,7,7,13,6,12,10,14,11,12,3,3,5,12,11,7,10,13,10,12,13,10,2,0,0,6,10,6,12,9,7,9,13,6,14,15,9,15,9,8,9,12,10,9,13,11,13,8,9,11,7,12,11,12,7,12,8,11,10,11,9,12,12,12,13,5,10,9,12,10,7,11,10,9,12,9,7,10,10,7,14,10,7,8,9,10,11,8,7,12,5,10,13,12,10,8,9,6,9,9,10,11,7,14,7,9,11,9,12,14,9,8,8
002157.SZ,13,8,12,12,9,8,11,11,9,9,10,7,5,7,10,10,12,14,9,13,5,7,13,10,8,10,9,7,8,10,10,9,11,9,7,10,7,9,9,6,13,8,8,9,7,8,13,9,7,8,10,12,10,13,15,7,8,9,5,0,0,0,7,8,7,9,10,9,10,10,9,9,9,9,12,8,13,10,10,12,4,6,6,6,7,6,5,6,9,9,9,12,8,9,11,9,9,5,8,7,13,9,10,9,9,9,15,10,14,8,14,12,10,7,13,10,6,11,6,8,5,10,14,8,7,11,12,13,7,6,11,8,8,7,7,12,5,11,8,6,8,8,10,11,7,3,14,6,8,7,9,12,4,5,10,11,5,6,8,4,8,12,11,12,8,8,9,8,9,3
002158.SZ,12,7,14,11,14,9,12,13,7,6,15,8,6,9,9,8,13,11,12,10,8,7,8,7,8,12,11,9,12,8,10,15,6,12,13,9,6,8,10,8,17,8,12,7,8,9,10,15,11,10,7,9,12,10,11,9,9,5,8,7,12,8,11,10,11,9,7,10,14,9,13,9,9,8,14,9,9,12,8,13,10,7,8,9,9,12,11,13,10,9,8,13,9,10,12,10,10,10,13,10,11,7,10,12,9,9,13,9,10,8,10,12,7,9,13,9,11,9,12,9,7,12,10,12,6,10,6,10,9,10,11,10,12,8,16,10,6,11,10,10,9,8,16,11,7,7,5,6,9,11,12,13,11,9,11,10,10,10,11,9,8,13,10,9,7,4,13,12,8,8
002159.SZ,13,8,11,13,13,10,11,11,9,4,12,8,3,9,9,7,8,10,12,14,8,10,12,10,5,11,14,5,12,10,6,9,10,12,11,10,12,7,9,7,8,7,10,10,9,9,8,13,11,11,6,9,11,13,12,11,11,6,7,6,5,0,0,0,0,0,7,11,11,9,7,7,9,8,13,11,11,11,7,10,9,5,10,10,5,6,12,5,4,12,7,9,9,6,8,10,6,8,11,10,12,11,12,14,8,8,13,9,10,7,8,5,6,10,9,9,7,7,9,10,6,9,10,12,8,7,7,12,9,8,12,10,4,11,11,9,8,9,11,11,9,5,10,11,12,6,10,7,11,9,8,14,9,11,14,13,4,9,12,8,12,10,8,11,11,9,12,12,10,8
002160.SZ,9,7,10,9,9,8,12,13,8,9,11,17,10,9,13,12,9,11,9,10,10,7,8,9,7,11,11,6,12,10,10,10,10,10,9,10,11,7,11,4,13,3,11,16,8,9,10,6,0,0,3,13,8,8,12,9,0,0,5,9,14,6,9,0,13,8,9,11,11,10,10,11,9,7,13,8,6,9,9,14,5,0,3,12,9,8,10,5,7,13,13,10,12,6,3,0,0,0,7,8,7,12,11,9,6,7,11,10,7,12,9,10,10,10,9,13,7,11,12,11,8,12,9,10,7,8,12,6,8,6,13,9,9,8,11,12,6,11,15,13,8,6,11,11,11,12,10,4,11,12,14,8,9,8,11,8,9,11,6,6,12,9,11,12,10,11,12,10,7,9
002161.SZ,11,6,12,9,11,9,11,14,8,9,9,12,9,9,6,8,12,11,7,11,11,9,10,12,6,11,11,9,8,7,12,12,9,7,8,11,11,10,10,10,14,7,15,8,13,8,11,12,11,9,8,7,11,10,9,9,12,9,8,6,13,9,11,0,10,10,0,6,12,10,13,11,8,7,14,11,10,10,5,4,3,4,6,12,9,10,10,6,5,12,14,10,9,5,9,12,8,0,0,0,5,10,10,10,8,7,12,9,9,12,11,11,13,7,13,9,10,11,10,11,11,8,6,10,7,10,10,9,8,7,8,8,7,7,12,10,11,10,13,11,10,6,12,11,11,6,11,6,11,11,12,8,7,10,9,9,6,8,11,7,11,10,9,13,10,8,11,8,7,8
002162.SZ,11,8,13,7,13,6,9,13,10,8,11,8,8,11,11,8,10,12,10,10,10,6,10,7,10,10,14,5,12,7,8,14,11,8,7,9,8,7,10,11,11,9,12,11,7,9,12,12,11,8,12,7,10,11,13,11,10,9,10,9,12,7,12,10,11,8,8,14,12,10,10,11,7,10,11,9,13,8,9,11,10,6,8,8,0,0,0,0,0,0,7,11,9,7,9,9,8,8,13,6,6,9,11,8,6,8,14,7,9,10,13,8,11,10,10,11,8,15,12,12,7,10,8,7,9,5,10,8,10,9,10,12,7,8,14,14,9,7,10,8,11,6,10,9,8,11,11,5,9,9,10,10,11,8,11,8,7,10,6,9,11,8,10,12,10,8,10,9,11,8
002163.SZ,12,7,12,12,12,10,11,14,8,8,10,11,8,9,11,7,8,8,11,14,5,9,7,9,6,9,10,9,12,8,7,14,10,8,10,10,9,8,11,6,13,8,14,5,9,5,11,8,8,9,11,6,8,8,5,13,16,8,10,8,15,8,12,11,10,9,13,8,10,11,14,10,9,11,12,10,11,10,8,14,9,6,12,12,9,11,10,6,6,14,8,10,10,7,0,0,0,0,0,0,6,12,10,12,5,7,11,9,7,7,10,8,11,8,7,11,9,10,13,11,9,10,14,8,11,8,13,11,8,6,8,10,9,5,12,9,5,9,6,6,7,6,8,5,9,6,9,11,11,9,9,10,11,3,9,11,7,8,9,5,12,9,12,11,10,10,10,11,9,8
002164.SZ,11,7,9,13,12,6,11,14,8,10,12,13,8,9,15,6,10,9,11,7,9,5,11,10,8,10,8,7,11,7,10,14,11,6,10,9,8,9,9,7,12,7,12,13,6,8,11,13,11,8,11,10,7,13,11,15,16,0,7,8,13,8,12,13,11,8,1,6,11,13,11,9,0,0,0,0,0,1,9,9,11,7,13,10,5,8,12,8,10,7,6,11,8,9,11,5,5,7,13,7,8,9,11,5,6,10,10,7,7,9,9,9,11,7,9,9,7,10,5,10,8,10,13,8,8,9,13,9,9,9,7,11,11,7,10,7,5,5,12,12,8,6,14,11,12,3,7,5,8,7,12,10,11,11,10,8,7,3,11,6,9,10,6,9,11,8,13,11,6,10
002165.SZ,11,8,10,8,11,9,13,10,9,6,12,8,7,7,15,7,11,11,12,10,11,7,10,9,7,9,11,9,8,8,8,14,11,8,10,8,8,9,9,12,10,7,11,10,9,7,11,11,10,7,8,10,12,13,10,11,11,5,10,6,10,6,12,9,7,3,8,14,9,11,11,14,7,8,12,8,11,8,9,9,11,0,0,0,6,9,9,6,6,12,11,9,10,8,10,8,7,8,13,4,11,12,13,5,9,11,13,7,10,7,11,11,8,7,11,8,9,8,7,11,7,10,10,10,5,9,12,11,11,5,10,10,11,9,12,8,8,8,11,10,12,8,10,10,7,6,11,6,9,11,10,11,11,6,7,9,8,8,6,6,9,10,11,11,10,11,10,13,10,9
002166.SZ,9,5,9,6,12,10,6,15,4,5,10,8,6,7,10,6,7,9,11,9,8,10,10,10,9,10,7,10,12,9,9,11,9,7,8,12,11,8,11,9,12,5,13,7,10,7,10,10,9,7,11,10,10,11,10,7,10,10,9,9,11,8,13,12,8,0,7,1,0,1,12,12,11,6,12,10,10,10,9,11,10,10,11,13,6,9,10,8,13,11,8,7,9,9,10,13,8,8,10,6,10,7,12,9,6,7,12,9,11,8,11,8,11,5,10,10,8,7,9,8,9,7,8,11,7,10,12,7,10,7,12,12,11,10,15,11,8,8,14,10,11,7,12,9,7,5,16,7,9,13,11,12,10,8,9,11,7,10,11,6,11,7,6,13,9,9,11,7,10,8
002167.SZ,15,8,12,8,11,9,8,12,12,8,16,12,7,8,10,10,11,14,10,13,9,6,10,7,7,11,10,5,12,10,8,11,10,5,10,12,9,9,0,7,9,5,11,12,8,8,10,12,0,0,0,0,0,0,13,10,6,7,10,8,12,8,10,7,12,5,8,11,12,9,10,14,10,7,12,8,13,15,8,11,13,12,10,12,7,10,9,8,9,13,13,12,12,6,10,10,7,10,7,8,6,11,15,8,8,9,13,4,11,11,9,9,11,7,10,8,8,13,6,12,5,9,7,12,7,5,10,8,8,6,12,11,7,7,11,12,10,10,14,10,11,9,10,7,6,9,9,10,10,11,10,11,11,10,9,13,8,12,5,5,11,12,8,12,11,8,12,12,6,8
002168.SZ,10,6,11,10,12,9,12,15,10,8,14,10,6,7,11,7,10,9,11,8,8,10,8,6,7,12,12,10,9,10,8,13,11,9,5,12,10,6,10,9,13,7,16,8,7,8,8,12,10,10,7,9,7,11,8,8,14,11,8,0,1,6,11,8,12,10,12,11,12,11,10,13,11,7,0,8,12,10,8,10,8,6,10,14,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,10,13,11,14,5,10,10,10,8,9,5,4,8,9,10,10,8,8,8,7,10,8,11,10,10,12,8,10,5,6,2,7,5,11,8,9,10,9,5,10,4,14,11,8,4,12,6,11,11,13,7,11,9,12,10,7,9,9,8,10,12,6,9,9,7,14,12,8,9
002169.SZ,12,7,14,9,12,9,13,10,6,7,12,10,6,6,10,10,8,9,10,11,9,7,11,9,6,13,10,10,10,8,8,14,11,5,8,13,8,8,11,9,19,7,14,13,10,10,10,15,11,8,10,8,14,11,12,8,13,7,9,7,13,9,1,0,9,10,7,9,12,9,10,8,10,7,11,10,11,10,10,9,8,7,8,12,6,10,9,8,8,6,7,10,10,5,8,11,6,9,12,4,11,11,8,9,7,9,13,8,9,9,10,10,13,7,10,7,13,9,9,10,8,14,10,8,12,9,9,7,7,5,7,9,3,7,14,12,9,10,11,12,9,8,10,11,6,9,5,7,8,11,12,11,11,11,10,8,8,9,6,7,13,12,8,9,10,9,13,8,5,10
002170.SZ,12,9,12,12,10,9,13,15,11,6,10,14,11,9,8,8,7,13,10,12,8,8,14,7,6,9,10,8,10,8,12,10,9,8,6,7,14,6,13,12,13,7,7,12,10,9,11,9,11,7,7,9,12,8,11,5,0,5,11,8,13,6,9,11,7,0,0,7,10,10,13,10,9,7,16,9,12,10,8,13,8,5,9,8,10,7,6,4,6,9,7,11,12,5,8,9,6,11,9,6,7,4,11,9,9,10,14,7,13,7,10,9,11,7,10,9,8,9,8,12,9,8,14,7,9,9,12,8,10,9,9,13,9,9,9,10,7,9,17,13,12,6,11,8,6,10,12,9,8,12,11,11,7,9,7,11,5,10,11,8,9,14,9,8,7,8,9,11,11,5
002171.SZ,12,9,11,13,9,12,11,12,9,8,13,14,12,7,14,3,8,12,11,9,6,6,12,10,7,9,10,8,10,10,11,14,14,7,7,9,11,8,6,9,8,7,5,0,0,9,10,9,9,10,8,12,8,10,12,12,14,8,6,0,0,0,0,0,13,7,9,10,13,6,14,13,9,6,13,10,14,11,11,9,10,7,9,12,10,9,9,8,7,12,11,10,9,5,11,10,8,9,11,9,6,2,0,1,6,7,13,5,9,9,10,5,15,9,8,13,9,10,9,14,6,9,10,10,8,6,8,10,13,7,10,8,5,7,10,12,10,10,12,14,7,8,14,9,7,8,7,6,10,11,13,9,12,8,8,9,8,11,7,7,10,9,8,10,9,10,14,14,6,10
002172.SZ,12,8,15,12,9,7,14,12,9,9,15,8,10,9,8,8,9,13,12,10,10,4,10,7,7,9,8,9,11,6,12,14,8,8,9,11,14,6,9,9,12,4,14,9,9,10,10,11,13,6,10,8,11,6,9,11,13,5,2,0,0,4,12,8,8,8,12,9,10,8,11,12,8,8,11,6,13,8,13,9,9,7,9,11,10,10,10,6,7,11,12,6,8,7,4,10,6,7,14,4,13,12,10,7,8,9,14,8,6,11,10,10,9,8,9,12,8,10,13,8,6,9,7,4,6,8,12,8,12,6,8,11,8,9,13,14,10,9,11,5,8,7,11,10,8,8,10,7,11,7,10,13,8,9,12,11,7,9,10,8,10,11,11,11,9,11,11,8,9,9
002173.SZ,12,8,12,13,12,13,14,15,6,8,11,8,5,8,13,13,11,11,10,11,7,11,10,9,6,10,11,6,9,8,11,10,9,8,7,8,10,7,12,5,11,4,13,10,9,12,13,13,11,5,10,10,9,10,11,11,10,7,5,0,0,0,0,0,0,0,7,9,13,10,9,10,7,7,9,11,10,13,8,10,9,8,8,10,8,8,11,6,8,8,7,10,10,6,8,8,6,8,10,10,11,9,9,15,6,7,14,7,10,9,8,9,8,8,9,8,7,5,10,12,4,10,6,10,8,6,12,8,10,9,6,7,10,9,12,11,8,9,11,5,10,6,9,10,8,7,12,7,8,11,9,10,8,7,13,10,7,9,12,8,14,11,5,12,11,8,13,7,8,9
002174.SZ,8,7,12,11,10,9,10,11,8,6,12,10,7,8,8,8,9,11,13,16,13,6,8,10,5,9,13,5,14,12,10,12,11,9,8,8,7,9,14,9,13,9,12,10,0,6,11,11,13,4,8,11,12,10,9,13,7,8,11,8,1,0,0,11,11,8,5,0,0,0,0,0,0,5,13,9,11,10,6,9,7,6,7,11,10,9,13,9,10,12,9,8,7,6,7,9,11,5,9,8,10,10,8,9,11,6,13,12,13,6,8,8,7,7,11,9,12,8,9,13,8,9,10,12,8,13,9,8,9,7,10,9,10,6,12,11,9,10,9,5,7,8,13,10,8,9,11,6,10,6,8,9,6,11,10,10,8,10,14,14,9,10,8,12,7,9,11,9,6,8
002175.SZ,11,7,13,10,14,9,8,13,9,8,13,8,9,8,9,10,10,13,14,13,3,10,11,10,5,10,11,7,9,10,10,15,7,11,7,10,9,8,10,8,17,3,0,0,0,7,12,11,11,7,11,13,8,11,12,0,12,7,11,8,10,9,13,11,6,9,4,10,14,9,13,10,8,7,12,7,2,0,0,0,0,0,5,5,8,5,3,0,0,0,2,10,8,7,9,10,5,1,9,5,4,8,8,10,9,7,14,9,5,8,13,5,3,6,11,8,7,2,13,13,10,11,10,9,6,8,6,11,10,6,9,6,8,9,14,11,12,11,12,9,11,7,12,8,12,5,16,10,8,7,11,12,8,8,8,12,7,7,10,8,7,8,8,10,10,8,10,10,6,8
002176.SZ,13,6,13,10,11,11,9,15,10,6,10,9,10,10,9,10,10,11,11,9,10,8,12,6,9,10,11,8,11,10,9,12,11,8,8,12,8,6,11,7,13,10,10,9,8,10,8,14,11,9,7,8,11,12,10,10,9,7,7,9,10,0,0,9,13,11,7,5,0,0,9,12,5,8,14,7,11,12,8,6,7,6,8,8,8,8,8,5,9,10,15,13,12,6,10,12,8,8,9,8,11,10,11,10,7,8,14,8,9,9,8,12,8,6,7,10,11,5,10,12,6,7,4,7,6,13,10,8,13,6,15,15,15,6,16,10,10,11,17,13,9,9,9,11,5,11,10,10,10,9,9,10,11,9,10,7,11,5,5,5,6,10,6,3,9,10,7,10,8,10
002177.SZ,12,8,12,10,10,10,10,12,11,7,13,12,12,7,9,8,9,10,11,14,9,11,12,7,8,14,11,9,11,9,7,18,10,6,6,11,8,9,8,10,12,9,14,10,11,10,10,11,11,7,9,8,11,7,9,9,11,9,8,8,8,10,10,11,9,0,8,9,10,11,8,12,9,5,14,12,9,10,5,13,8,8,7,8,7,9,8,5,10,12,10,11,11,7,10,10,7,7,13,9,5,12,10,10,9,9,13,11,11,13,15,9,12,7,9,10,10,11,7,8,6,12,6,11,6,9,11,13,10,8,9,8,9,9,13,14,8,7,8,8,9,6,14,12,9,6,11,3,7,9,13,10,10,12,12,8,8,11,10,11,12,9,11,13,7,8,9,11,8,9
