,tapi,cci,vma,srmi,cdp,expma
600132.SH,"95,641,021.1145",-109.1446,"81,477,340.0000",-0.2658,62.1600,68.4351
600133.SH,"678,100,084.3936",79.5867,"1,095,638,526.2000",0.4085,9.0600,9.2651
600135.SH,"144,124,614.1196",-244.6953,"143,243,244.0000",-0.1627,5.7400,6.8412
600136.SH,"130,100,538.0682",-170.6975,"150,570,032.6000",-0.3016,1.6867,2.1173
600137.SH,"45,834,468.5271",-202.7197,"40,211,300.2000",-0.1547,12.3200,15.5398
600138.SH,"353,664,990.1923",-115.2849,"316,648,618.8000",-0.1975,10.0133,10.7912
600141.SH,"246,513,890.5098",-90.8372,"211,077,101.2000",-0.1379,17.2067,18.5585
600143.SH,"358,070,135.7939",-128.4190,"306,737,449.0000",-0.1563,6.8300,7.3133
600148.SH,"69,923,165.3333",-163.9316,"116,263,563.4000",-0.0925,12.0833,15.0377
600149.SH,"228,210,064.3800",-256.8370,"182,833,265.6000",-0.2955,3.7967,4.7878
600150.SH,"796,387,969.2958",142.5305,"806,747,644.6000",0.1882,33.4533,31.2336
600151.SH,"377,228,107.1298",-161.7732,"289,756,169.6000",-0.3713,5.0633,6.1728
600152.SH,"204,268,137.2181",-122.6865,"254,848,977.4000",-0.4186,5.0033,6.3381
600153.SH,"610,930,625.9366",-61.3983,"516,453,870.8000",-0.1034,10.0200,10.0549
600155.SH,"904,538,529.2560",-20.0832,"1,829,592,843.6000",0.2182,7.4267,8.0064
600156.SH,"421,496,888.3085",-177.8711,"331,509,035.0000",-0.0759,3.9100,4.4575
600157.SH,"5,406,168,637.6812",-106.0797,"4,623,990,691.2000",-0.0738,1.3367,1.3763
600158.SH,"315,327,532.5898",-119.4656,"273,323,710.2000",-0.2871,7.5533,8.1812
600159.SH,"705,231,158.3026",-87.0743,"1,507,135,297.2000",0.0664,2.6067,3.1603
600160.SH,"495,210,623.1259",171.6107,"326,516,029.0000",0.3557,18.8600,17.3753
600161.SH,"193,961,356.1131",42.7228,"204,928,716.8000",0.0141,27.8567,28.3100
600162.SH,"462,578,869.2308",-204.7114,"451,169,443.6000",-0.1917,1.5000,1.7230
600163.SH,"195,762,741.0448",-144.2651,"146,487,044.4000",-0.2972,3.8233,4.2840
600165.SH,"719,032,720.2765",-138.7748,"330,945,782.0000",-0.4319,2.0300,2.9196
600166.SH,"1,745,245,560.0000",-149.2210,"1,823,335,267.0000",-0.0836,2.6367,2.8533
600167.SH,"166,860,372.3856",-79.6453,"114,303,288.8000",-0.1524,5.8033,5.9547
600168.SH,"121,310,552.0070",-221.4928,"191,707,044.8000",-0.0576,5.5367,6.0317
600169.SH,"427,268,805.2174",-181.9619,"335,356,160.8000",-0.0763,2.1600,2.3090
600170.SH,"1,457,596,373.0612",-123.6773,"1,327,013,446.6000",-0.0720,2.3900,2.4652
600171.SH,"285,001,179.5840",-143.6011,"186,987,457.4000",-0.2972,12.0600,13.9267
600172.SH,"551,052,668.9543",-134.3950,"671,833,298.4000",-0.2500,2.8033,3.3746
600173.SH,"159,852,403.0848",-275.8488,"243,071,459.8000",-0.2297,3.7200,4.5188
600176.SH,"509,167,174.9501",-127.6626,"454,103,336.2000",-0.2649,9.5800,10.5367
600177.SH,"475,276,737.5510",170.4369,"305,264,091.4000",0.0653,7.2600,6.9432
600178.SH,"693,598,467.0515",56.2616,"905,896,028.4000",0.4680,10.2933,11.0538
600179.SH,"417,130,908.5837",-141.0974,"402,336,585.6000",-0.2128,2.2300,2.4586
600180.SH,"209,193,039.4892",-294.7368,"205,628,220.6000",-0.1614,4.8267,5.5605
600182.SH,"28,557,907.5586",-181.9461,"24,894,260.8000",-0.1957,12.7533,14.0052
600183.SH,"239,451,415.0437",-29.5229,"344,645,542.2000",0.1102,15.8600,16.4927
600184.SH,"92,001,546.8354",-260.9319,"89,849,065.6000",-0.2305,8.8600,10.5571
600185.SH,"336,274,766.1585",-102.8634,"479,329,328.0000",-0.1195,6.0633,6.7703
600186.SH,"1,744,575,232.9004",12.2002,"2,437,869,747.0000",0.3853,4.3200,4.9509
600187.SH,"329,975,970.3390",-184.6226,"419,169,954.8000",-0.1449,2.2867,2.5244
600188.SH,"648,788,273.1839",-7.9406,"587,579,047.0000",-0.0461,25.2967,22.9380
600189.SH,"291,772,348.2039",11.1653,"437,833,465.4000",0.3152,8.0533,9.0027
600190.SH,"297,703,938.8235",-192.1605,"415,955,124.8000",-0.1721,2.4300,2.7768
600191.SH,"144,553,588.3562",-162.0454,"166,757,539.8000",0.0342,5.0800,5.9149
600192.SH,"235,405,640.3341",-306.6092,"196,120,238.0000",-0.2437,4.0033,5.0258
600193.SH,"131,105,656.3003",-250.0180,"84,935,923.6000",-0.2729,3.4267,4.4614
600195.SH,"173,607,200.5219",-161.5072,"151,429,047.2000",-0.2243,9.0733,10.4303
600196.SH,"223,350,662.5712",-136.5140,"230,518,857.2000",-0.2117,23.4200,25.3195
600197.SH,"87,452,421.5676",-136.8534,"98,690,913.4000",-0.2690,19.3000,21.0535
600198.SH,"195,193,915.3584",-209.6916,"286,600,762.6000",-0.1395,5.3800,6.1165
600199.SH,"295,443,531.6406",-184.4647,"216,000,846.8000",-0.3705,14.4133,17.9803
600200.SH,"571,512,337.5140",14.9168,"730,181,461.2000",0.1310,8.3933,8.5713
600201.SH,"290,962,600.1153",-156.3721,"248,046,903.2000",-0.1541,8.1933,9.2129
600202.SH,"204,803,781.4480",-273.7909,"259,688,724.8000",-0.1769,4.2100,5.2509
600203.SH,"372,890,610.9319",-150.8367,"735,870,213.0000",-0.0746,4.9800,6.3068
600206.SH,"188,150,196.4384",-184.3800,"175,249,335.8000",-0.1804,10.0400,11.4054
600207.SH,"325,871,586.9231",-148.9319,"348,145,278.4000",-0.3299,3.6467,4.3344
600208.SH,"1,076,009,252.4444",-125.3894,"861,633,019.4000",-0.1636,2.1467,2.2678
600210.SH,"247,285,400.4219",-142.5209,"261,115,390.4000",-0.0669,4.4667,4.7359
600211.SH,"49,769,188.7196",-121.2553,"58,036,349.6000",-0.2160,42.3733,46.3968
600212.SH,"230,567,595.9350",-153.8812,"187,211,258.2000",-0.3844,5.6300,6.7367
600213.SH,"234,710,816.1004",-257.1520,"176,612,963.8000",-0.2385,5.9367,8.1053
600215.SH,"117,573,677.8607",-29.0094,"153,608,000.0000",0.1443,7.5233,8.2149
600216.SH,"138,943,767.8243",-169.2045,"141,788,218.2000",-0.1336,9.2633,10.2052
600217.SH,"314,111,074.4731",-189.2905,"184,411,984.6000",-0.1426,4.0700,4.4037
600218.SH,"196,067,192.1795",-235.2802,"276,858,747.2000",-0.0636,7.0433,8.2675
600219.SH,"1,184,819,488.7097",-72.8909,"1,070,322,980.0000",0.0290,2.9633,3.0125
600220.SH,"292,483,674.5763",-169.2861,"368,161,321.6000",-0.2403,1.6933,1.9520
600221.SH,"1,813,811,662.9371",-91.4162,"1,549,061,847.2000",-0.1637,1.4000,1.4321
600222.SH,"322,814,976.4826",-200.0000,"721,409,858.8000",-0.1864,4.6333,5.4891
600223.SH,"172,406,544.0790",-143.0880,"184,986,350.0000",-0.1050,8.3033,9.1289
600225.SH,"686,995,032.5269",-110.3636,"541,853,692.6000",-0.1895,3.3700,3.8633
600226.SH,"261,440,327.6596",-155.0769,"367,812,197.6000",-0.0447,2.3467,2.5110
600227.SH,"335,411,918.4466",-306.5150,"251,724,243.2000",-0.2482,1.9100,2.3906
600228.SH,"182,569,853.5032",-114.7047,"294,440,327.0000",-0.4723,5.8867,7.0654
600229.SH,"312,770,619.7122",-138.1602,"286,893,011.6000",-0.2312,6.4033,7.2008
600230.SH,"85,008,659.5305",-164.6243,"63,930,032.6000",-0.2382,10.0733,12.1288
600231.SH,"224,988,850.8287",-257.9365,"214,895,890.0000",-0.1659,1.7600,2.0303
600232.SH,"152,204,195.2809",-293.7207,"187,585,462.8000",-0.1635,4.1967,5.1875
600233.SH,"221,199,122.5098",-98.5536,"199,538,784.4000",-0.1715,12.2667,12.7953
600234.SH,"108,833,608.7780",-199.3318,"126,329,777.6000",-0.0537,5.3567,6.7903
600235.SH,"188,102,953.0435",-265.1167,"144,538,473.8000",-0.1353,4.4800,5.3153
600236.SH,"209,908,095.8406",114.0351,"176,658,348.6000",-0.0103,5.7133,5.6892
600237.SH,"314,461,803.4483",-226.8481,"304,192,485.0000",-0.2228,5.1233,6.4312
600238.SH,"194,745,377.6103",-131.2211,"178,996,671.0000",-0.0972,8.7167,9.7467
600239.SH,"675,871,753.7815",-24.7126,"1,687,156,489.6000",0.0840,2.2633,2.4825
600241.SH,"122,316,800.6536",-218.0773,"155,105,933.8000",-0.3426,5.6600,7.1964
600243.SH,"366,111,720.9497",-253.0064,"405,368,543.2000",-0.1435,3.3533,4.2217
600246.SH,"502,202,861.3497",-35.9324,"733,412,579.4000",0.1656,5.7767,6.0968
600248.SH,"474,265,169.2118",-109.1833,"433,067,241.8000",-0.2055,3.8700,4.1349
600249.SH,"247,051,522.1505",-240.9076,"408,684,665.0000",-0.1226,4.4633,5.1391
600250.SH,"315,313,748.9519",13.2595,"436,847,760.0000",0.2737,7.5300,8.6500
600251.SH,"162,701,113.7280",-222.0860,"147,067,027.2000",-0.0831,7.5600,8.3882
600252.SH,"615,869,121.8341",-215.9488,"616,680,885.0000",-0.0949,2.1867,2.4118
600255.SH,"353,929,172.5146",-169.1667,"583,510,437.6000",-0.1659,1.6300,1.9127
600256.SH,"1,559,131,177.0360",-51.1647,"1,548,760,741.4000",0.0307,7.2300,7.3205
600257.SH,"381,388,245.8918",-102.0139,"690,861,007.8000",0.0501,4.7800,5.8393
600258.SH,"207,777,584.6204",-103.5305,"199,580,934.6000",-0.2287,14.8167,15.8133
600259.SH,"83,684,997.6311",-154.8623,"73,150,891.2000",-0.1588,27.8333,31.6217
600261.SH,"241,519,182.5939",-237.5618,"238,016,837.6000",-0.1861,2.7433,3.1416
600262.SH,"57,188,879.2903",-209.6936,"49,547,158.8000",-0.2219,14.4900,17.0920
600265.SH,"4,873,984.4900",-79.2385,"5,324,849.4000",0.0229,15.9567,17.0517
600266.SH,"1,130,797,734.8131",-109.3407,"938,612,148.8000",-0.1423,4.0567,4.8040
600267.SH,"238,255,788.8060",-209.7694,"308,321,597.8000",-0.3437,7.6267,8.9289
600268.SH,"228,375,679.2000",-168.3275,"213,766,917.6000",-0.0968,5.8733,6.5607
600269.SH,"392,343,442.5390",114.5665,"374,059,877.2000",0.1759,4.3000,4.2187
600271.SH,"290,323,522.8293",-137.4119,"255,951,877.2000",-0.2872,9.4333,10.4410
600272.SH,"340,528,625.4902",-60.7729,"239,172,892.0000",0.0433,9.4133,10.8674
600273.SH,"257,331,348.5820",-139.6379,"245,112,864.4000",-0.1223,7.7467,8.1904
600276.SH,"452,222,067.1435",-101.6980,"512,043,677.2000",-0.0639,40.5800,42.9794
600277.SH,"546,372,969.0476",-103.4898,"517,519,752.6000",-0.2364,2.3367,2.6031
600278.SH,"175,367,957.3090",-288.6675,"181,262,166.4000",-0.1363,5.8767,6.6115
600279.SH,"218,321,793.0693",-292.9149,"159,955,320.0000",-0.0381,3.8600,4.2180
600280.SH,"441,730,521.9512",-81.5932,"943,996,602.8000",0.2134,3.0467,3.5147
600281.SH,"251,904,901.9802",-284.2101,"195,003,186.4000",-0.2610,2.9867,3.8245
600282.SH,"850,121,148.7059",156.2731,"859,872,941.2000",0.2024,4.0367,3.8811
600283.SH,"62,341,440.6055",-157.8401,"88,790,628.8000",-0.3363,10.6733,12.1559
600284.SH,"635,909,754.7231",-107.5908,"401,999,094.2000",-0.0065,6.2000,6.4764
600285.SH,"143,518,869.1733",193.2718,"158,679,481.4000",0.1464,18.8367,17.8991
600287.SH,"301,332,700.6536",-178.7628,"352,793,854.0000",-0.0857,4.3700,5.3632
600288.SH,"369,319,936.1702",-169.5109,"394,241,333.0000",-0.2387,8.1133,10.0235
600289.SH,"94,202,623.8095",-267.9491,"61,864,551.2000",-0.3664,1.4533,1.9941
600292.SH,"186,848,709.3069",-272.1615,"165,767,195.4000",-0.1470,4.8567,5.6272
600293.SH,"274,274,157.9861",-42.6591,"379,087,055.4000",0.2083,2.7400,3.0826
600295.SH,"179,213,466.6032",-32.8752,"153,052,139.8000",-0.2412,10.3900,10.0186
600297.SH,"1,297,201,869.2308",-167.6713,"1,306,377,955.0000",-0.2427,1.4900,1.6961
600298.SH,"113,979,853.4145",-102.8569,"91,250,189.2000",-0.0742,32.6533,33.8745
600299.SH,"120,228,140.6467",-42.2092,"85,965,177.2000",0.0727,7.9833,8.0921
600300.SH,"411,972,506.0714",-243.9122,"357,566,791.2000",-0.1026,2.6933,2.9603
600301.SH,"116,989,656.7063",-129.3475,"92,505,474.6000",-0.3030,10.9067,12.5518
600302.SH,"285,262,369.3520",-116.1744,"264,325,337.8000",0.1103,4.8467,5.4185
600303.SH,"151,727,741.2903",-189.1263,"150,532,560.8000",-0.3018,3.0367,3.7890
600305.SH,"116,275,872.3854",-142.4917,"105,609,619.0000",-0.2193,8.2200,8.9754
600306.SH,"41,345,482.7664",24.9771,"33,226,881.6000",0.2245,9.5900,10.0108
600307.SH,"648,861,897.1429",-179.6358,"546,816,264.2000",-0.1139,1.3700,1.4676
600308.SH,"159,330,489.6025",-93.9132,"185,272,104.6000",-0.0815,3.1267,3.4135
600309.SH,"240,241,997.5110",-116.8818,"217,401,444.8000",-0.0329,75.3233,79.2208
600310.SH,"413,298,061.1765",-71.8395,"620,690,954.2000",-0.2887,3.2033,3.5637
600312.SH,"308,956,222.8020",123.1605,"276,035,699.0000",0.1444,12.9467,12.6329
600313.SH,"395,027,602.0356",-106.9642,"294,615,416.0000",-0.1119,7.1467,7.5939
600315.SH,"100,419,775.5008",-143.9305,"78,545,162.4000",-0.3223,18.3067,21.0687
600316.SH,"115,183,348.2092",-156.2427,"114,165,015.4000",-0.2483,16.3067,18.8158
600318.SH,"1,345,703,578.4635",84.3563,"974,788,237.4000",0.1990,7.4600,7.2476
600319.SH,"140,681,116.1616",-227.6364,"193,038,177.2000",-0.2250,3.7500,4.6818
600320.SH,"584,982,262.4242",-108.5954,"403,416,558.0000",-0.1008,3.1667,3.3278
600321.SH,"838,737,218.5185",-282.3415,"542,446,530.2000",-0.1916,1.2300,1.5561
600322.SH,"626,423,467.0330",-103.1124,"1,055,060,830.0000",0.0549,1.7633,2.1079
600323.SH,"102,716,119.4151",-159.3727,"76,617,397.4000",-0.1665,15.6567,16.5959
600325.SH,"552,641,801.8006",-120.5844,"522,312,325.0000",-0.2670,7.0000,7.5822
600326.SH,"676,149,350.6812",-164.9084,"935,012,945.8000",-0.3790,3.4433,4.4122
600327.SH,"273,092,641.8093",-235.3601,"544,467,986.8000",-0.1602,3.9267,4.5405
600328.SH,"252,475,938.9961",-76.5935,"223,032,645.0000",-0.3443,7.3833,7.9600
600329.SH,"119,854,284.9283",-114.8257,"156,578,577.6000",-0.4516,28.0733,31.4315
600330.SH,"410,358,487.4499",-141.0003,"361,768,696.6000",-0.2770,6.9433,8.0239
600331.SH,"625,174,092.6391",88.3074,"821,844,616.2000",0.2154,5.1033,4.9662
600332.SH,"125,234,258.9588",-100.6694,"124,297,814.2000",-0.1760,28.6467,29.2949
600333.SH,"173,192,148.8944",-287.5110,"237,341,400.2000",-0.1626,3.9600,4.6444
600335.SH,"364,128,050.5852",-108.7747,"610,740,054.2000",-0.2919,7.1900,7.9736
600336.SH,"202,232,030.3688",-272.9410,"296,776,777.0000",-0.1479,4.3333,5.1168
600337.SH,"278,981,996.3710",-149.4655,"303,149,431.4000",-0.2201,2.3233,2.6023
600338.SH,"440,643,235.7581",-111.4620,"387,164,720.4000",-0.3554,10.0333,11.8934
600339.SH,"987,110,901.2422",-87.2076,"775,016,751.8000",-0.1889,3.0400,3.2589
600340.SH,"1,172,424,605.4054",-157.1739,"1,010,537,388.4000",-0.3422,1.4100,1.6963
600343.SH,"132,331,364.5757",-311.5023,"144,443,178.0000",-0.1943,7.6000,8.9879
600345.SH,"248,101,798.3717",10.1266,"101,977,486.0000",0.0005,19.6967,19.6103
600346.SH,"290,527,071.8775",-137.0714,"266,173,996.8000",-0.1938,12.2733,13.1239
600348.SH,"958,203,344.3676",-20.9575,"905,990,221.0000",-0.1891,10.0233,9.5948
600350.SH,"278,835,995.3602",194.3529,"242,719,389.8000",0.1209,8.0433,7.4537
600351.SH,"567,286,983.3603",-133.2815,"479,059,278.4000",-0.1306,5.9533,6.7139
600352.SH,"355,462,246.1449",-111.6835,"222,446,676.8000",-0.0989,8.2967,8.4875
600353.SH,"173,727,800.7895",-81.0641,"287,503,053.2000",-0.0416,6.8733,7.8023
600354.SH,"360,765,696.6777",-118.7115,"260,765,831.4000",-0.0893,5.6600,6.0897
600355.SH,"981,505,853.3007",-35.4859,"1,375,584,770.6000",0.1932,3.6733,4.2975
600356.SH,"85,561,831.8885",-293.5291,"77,139,177.0000",-0.1432,6.1633,7.1522
600358.SH,"384,231,170.7895",-175.5776,"472,202,989.0000",-0.2817,3.5533,4.4593
600359.SH,"140,887,727.6692",-204.1746,"86,193,143.4000",-0.1014,6.2167,7.0355
600360.SH,"310,717,102.5118",-210.9896,"590,357,849.2000",-0.1041,5.8333,6.5740
600361.SH,"292,479,077.6961",-156.2239,"176,792,966.0000",-0.1588,3.9967,4.5667
600362.SH,"346,357,177.6927",-1.9601,"250,687,732.2000",0.0556,18.9500,18.6650
600363.SH,"106,690,078.8718",-133.6419,"129,382,297.0000",-0.1387,26.8733,30.4700
600365.SH,"83,834,608.6093",-130.3603,"138,658,626.0000",-0.0503,2.9067,3.4148
600366.SH,"219,407,000.1634",-131.1986,"235,136,468.0000",-0.2134,5.7233,6.7161
600367.SH,"72,582,004.5590",-196.2238,"81,033,130.6000",-0.2024,9.4633,11.4468
600368.SH,"468,649,262.9921",-108.3463,"381,361,566.4000",-0.0841,3.7033,3.8946
600369.SH,"1,331,241,521.7593",-8.8713,"983,460,944.0000",0.1389,4.0133,4.0870
600370.SH,"199,259,753.5000",-195.9451,"186,745,007.6000",-0.2674,1.8767,2.2456
600371.SH,"99,454,550.3808",-195.1927,"59,066,782.2000",-0.2125,8.5367,10.0319
600372.SH,"511,160,425.7384",-146.6655,"454,896,143.2000",-0.2009,11.2133,12.5150
600373.SH,"398,030,067.8595",54.1093,"424,542,432.8000",-0.0412,14.4033,14.1368
600375.SH,"445,144,548.7136",-135.8092,"348,846,758.0000",-0.2143,5.0233,5.6912
600376.SH,"367,248,147.6534",-143.2634,"401,875,508.2000",-0.3075,2.6867,3.1564
600377.SH,"204,268,269.9585",196.3605,"171,672,633.0000",0.2075,11.9533,10.9995
600378.SH,"58,423,077.2647",-72.8802,"41,095,097.4000",-0.1278,30.5033,31.4322
600379.SH,"115,338,883.9306",-176.8073,"82,909,413.8000",-0.1236,7.9067,9.0883
600380.SH,"215,809,618.9570",-109.9329,"205,826,553.6000",-0.1202,11.4167,11.9112
600381.SH,"135,289,581.2183",-190.3340,"121,091,102.6000",-0.2722,5.6100,6.9243
600382.SH,"136,067,442.6799",-219.2678,"112,235,401.2000",-0.2726,3.9233,4.3093
600383.SH,"1,596,515,436.4269",-120.9088,"1,996,193,082.4000",-0.4055,4.0967,4.8174
600386.SH,"385,506,209.3374",-239.5471,"450,957,608.0000",-0.1942,3.1467,3.8136
600387.SH,"63,655,192.6531",-99.6905,"74,415,238.0000",-0.0807,4.9433,5.4746
600388.SH,"185,950,654.2128",-149.7344,"158,600,701.8000",-0.2853,11.2567,12.6205
600389.SH,"103,118,142.5641",-96.6283,"70,277,138.8000",-0.5412,13.0900,16.3783
600390.SH,"1,198,110,477.3512",-90.7639,"745,022,572.0000",-0.0680,4.9033,5.0913
600391.SH,"81,795,511.6546",-182.7216,"88,930,207.8000",-0.2633,15.5367,17.6666
600392.SH,"510,435,627.8761",-120.9058,"292,338,378.0000",-0.2926,8.5500,9.6591
600395.SH,"376,338,614.7300",-105.9770,"315,011,037.8000",-0.0935,5.9900,6.1695
600396.SH,"191,136,295.7806",-89.4380,"159,567,127.4000",0.0169,2.3067,2.4903
600397.SH,"482,801,689.0756",-304.0102,"600,233,273.8000",-0.1560,2.2533,2.7109
600398.SH,"545,203,580.9965",137.1289,"374,701,382.8000",0.1854,8.2833,7.8780
600399.SH,"779,992,239.1097",-158.8102,"581,409,855.4000",-0.2964,6.0033,7.7767
600400.SH,"354,853,659.7656",-135.7759,"330,266,639.4000",-0.2025,2.4500,2.7589
600403.SH,"207,018,411.9444",-143.1301,"214,574,462.2000",-0.1304,3.3900,3.7647
600405.SH,"225,868,350.2359",-224.5122,"369,767,372.6000",-0.2765,3.9800,4.8643
600406.SH,"350,059,374.0293",-68.3937,"346,024,403.6000",-0.1552,22.2000,22.5018
600408.SH,"371,161,666.3265",-244.0152,"619,846,681.2000",-0.1366,1.8200,2.2081
600409.SH,"345,764,997.7012",-124.4915,"317,858,503.8000",-0.0038,4.9933,5.3753
600410.SH,"433,340,993.3810",-170.2634,"758,805,712.2000",-0.2557,5.1700,6.1914
600415.SH,"983,050,456.4477",12.1629,"972,712,384.6000",-0.0012,7.8533,7.8780
600416.SH,"303,544,624.5028",-158.4615,"236,404,447.0000",-0.2363,11.6833,13.8300
600418.SH,"1,318,804,178.4884",-23.2156,"2,294,300,854.8000",0.2461,14.0200,14.9363
600419.SH,"84,718,910.5620",-127.1691,"96,364,739.0000",-0.4514,9.9967,11.5097
600420.SH,"210,060,609.7588",-138.3552,"197,551,545.0000",-0.2518,8.6733,9.5193
600421.SH,"76,226,638.3929",-273.2742,"60,732,677.8000",-0.4141,6.5400,8.7241
600422.SH,"137,401,769.4915",-2.6148,"206,370,455.8000",-0.1918,19.5367,19.8107
600423.SH,"195,813,082.4627",-259.6454,"223,724,325.0000",-0.1242,2.5500,3.1082
600425.SH,"398,084,676.6404",-112.4876,"507,924,311.2000",-0.2013,3.5733,3.8958
600426.SH,"190,618,407.1273",-136.7067,"191,976,723.6000",-0.0573,26.1833,28.0043
600428.SH,"405,628,080.5195",-83.1392,"491,490,294.4000",-0.1720,5.1933,5.3642
600429.SH,"140,491,717.6179",-215.0250,"153,500,833.2000",-0.1239,3.8800,4.3270
600433.SH,"242,627,593.4708",-157.9646,"190,224,776.4000",-0.1491,2.7500,3.1836
600435.SH,"394,423,543.3862",-209.6737,"533,546,509.4000",-0.1346,8.7400,10.0111
600436.SH,"45,931,692.9193",-158.2013,"38,496,336.0000",-0.2669,209.1133,233.0567
600438.SH,"593,453,352.7170",-92.8442,"664,591,565.8000",-0.2233,25.5767,26.4223
600439.SH,"349,294,124.7788",-251.5796,"724,412,214.0000",-0.0996,2.1633,2.4517
600444.SH,"118,999,965.2344",-199.5065,"134,392,481.0000",-0.0093,11.6333,13.3555
600446.SH,"1,275,531,771.5289",-58.4298,"528,681,693.8000",-0.1004,12.1267,11.9900
600448.SH,"490,242,640.8000",-272.6147,"429,432,519.4000",-0.1409,2.4067,2.9012
600449.SH,"325,302,317.7264",-79.3430,"354,215,876.0000",0.0167,14.5433,16.1381
600452.SH,"178,855,681.4602",-90.3068,"204,353,742.2000",-0.3768,11.5167,12.4992
600455.SH,"50,601,142.5698",-303.4712,"58,070,187.2000",-0.1977,16.8833,21.0674
600456.SH,"82,443,221.1791",-172.7113,"92,022,701.2000",-0.1864,24.9367,28.7390
600458.SH,"137,620,469.7727",-156.9617,"132,437,366.4000",-0.2143,8.2633,9.1338
600459.SH,"89,442,488.7704",-145.2982,"85,802,959.4000",-0.0589,13.2433,14.1021
600460.SH,"230,949,621.1962",-117.7820,"259,968,581.2000",-0.3459,19.3633,22.0517
600461.SH,"226,618,106.9079",94.9775,"197,797,965.4000",0.0921,9.0700,8.8699
600462.SH,"81,304,334.4398",69.4108,"119,716,457.2000",0.1328,2.4300,2.3748
600463.SH,"91,821,994.2149",-244.4444,"95,299,893.4000",-0.1059,6.9533,8.5421
600467.SH,"386,230,348.7923",-255.4386,"481,571,270.4000",-0.1516,1.9867,2.2517
600468.SH,"364,077,824.0404",-76.0741,"753,135,956.6000",0.0162,4.5733,5.2836
600469.SH,"263,889,660.3774",-140.5657,"210,343,070.0000",-0.0783,4.9433,5.6392
600470.SH,"211,900,029.8876",-188.7789,"183,098,638.8000",-0.1275,4.2467,5.0339
600475.SH,"210,558,388.7084",8.4744,"158,241,722.0000",0.1105,10.8700,10.9473
600476.SH,"137,467,880.4466",-153.5446,"239,453,264.0000",-0.1197,14.0100,15.7869
600477.SH,"335,363,571.5719",-124.9048,"328,324,294.8000",-0.2707,2.8333,3.2035
600478.SH,"343,120,469.5238",-116.5453,"297,592,300.2000",-0.4085,3.8167,4.6659
600479.SH,"124,889,586.7850",-114.2958,"147,334,846.8000",-0.2679,9.7133,10.4634
600480.SH,"348,709,482.4094",23.9913,"359,622,353.0000",0.1962,8.6867,9.0249
600481.SH,"469,627,268.2598",-112.5849,"393,350,910.4000",-0.3620,7.4533,8.4935
600482.SH,"532,770,592.9864",86.8092,"327,048,890.4000",0.1652,20.6333,19.7645
600483.SH,"355,186,939.9347",-50.6404,"260,061,011.4000",-0.2712,8.7767,8.7835
600486.SH,"43,493,006.3414",-104.2643,"30,727,161.0000",-0.3406,52.5333,59.2235
600487.SH,"643,815,101.4706",-123.4701,"555,252,456.2000",-0.1535,11.6267,12.3006
600488.SH,"209,282,283.2487",-180.9188,"184,170,577.4000",-0.3183,3.7400,4.4612
600489.SH,"678,576,604.9904",-22.0988,"788,635,203.4000",-0.0721,10.0967,10.2453
600490.SH,"424,521,111.9048",-188.5312,"441,928,287.0000",-0.2198,2.3767,2.7614
600491.SH,"442,870,014.7157",-207.5447,"442,381,982.6000",-0.3923,2.8600,3.6654
600493.SH,"236,976,831.3462",-164.3882,"284,367,447.0000",-0.0262,5.0667,5.9236
600495.SH,"287,428,627.5956",-175.0620,"264,364,238.8000",-0.1265,3.4967,3.8651
600496.SH,"325,585,201.7007",-135.1395,"295,306,123.2000",-0.2304,2.8267,3.0992
600497.SH,"1,027,859,111.4563",-109.2138,"860,365,947.2000",-0.0019,4.8633,5.0373
600498.SH,"409,593,777.6053",-65.8540,"364,568,430.8000",-0.0772,16.1300,16.8518
600499.SH,"372,864,868.8852",-28.1600,"330,066,480.2000",0.1173,11.4067,11.1988
600500.SH,"463,513,703.5885",-115.1646,"312,015,498.8000",-0.2987,4.0033,4.4243
600501.SH,"99,330,577.1404",-183.9406,"137,725,922.0000",-0.1928,10.7967,12.5614
600502.SH,"490,004,713.5307",-100.6725,"455,297,479.8000",-0.1716,4.5267,4.7738
600503.SH,"402,477,520.7373",-249.6337,"612,212,621.0000",-0.2166,2.0767,2.4129
600505.SH,"136,715,721.2500",-236.9155,"145,892,217.2000",-0.2809,6.2533,7.3604
600506.SH,"226,558,619.0613",-99.2541,"364,079,708.6000",0.0393,9.6133,12.0789
600507.SH,"286,987,704.7085",-94.5853,"273,333,417.0000",-0.0262,4.3333,4.5607
600508.SH,"246,086,695.8895",144.3343,"174,473,708.0000",0.0745,15.2867,14.7492
600509.SH,"360,512,317.1904",-181.3623,"373,046,065.6000",-0.2709,5.1100,5.8762
600510.SH,"193,305,978.3626",-164.0769,"217,548,239.2000",-0.1305,4.8433,5.4685
600511.SH,"102,199,379.9365",-49.2087,"108,051,997.4000",-0.2125,30.6700,30.8141
600512.SH,"337,076,170.4546",-241.4098,"302,249,241.8000",-0.1852,2.1100,2.3979
600513.SH,"172,183,660.1383",-162.4238,"298,713,894.2000",-0.1490,8.2433,9.7389
600515.SH,"614,043,354.1333",-102.2933,"716,301,203.8000",-0.1516,3.6900,3.7708
600516.SH,"528,631,063.8945",-176.8796,"428,254,037.8000",-0.2199,4.6600,5.1546
600517.SH,"369,170,822.5673",-118.7139,"270,723,197.2000",-0.1329,4.5433,4.7942
