,tapi,atr,vma,cdp,expma
600685.SH,"140,725,270.0295",6.1500,"141,256,012.8000",25.1167,25.2406
600686.SH,"319,915,709.4657",1.8700,"754,294,348.4000",6.0733,6.9259
600688.SH,"543,768,381.5885",0.4700,"477,204,854.2000",2.6667,2.8389
600689.SH,"254,316,356.2716",5.3700,"211,489,238.8000",9.2867,10.3158
600690.SH,"498,666,317.7252",2.3500,"467,137,557.0000",23.5467,22.8631
600691.SH,"409,499,450.7519",0.7500,"292,984,845.0000",2.4367,2.9146
600692.SH,"649,374,623.8532",2.6600,"400,216,113.2000",5.5967,5.8093
600693.SH,"238,645,160.4106",0.7300,"206,536,895.0000",3.3200,3.7505
600694.SH,"48,793,617.5886",3.0100,"52,585,745.8000",15.4333,16.7279
600696.SH,"127,889,563.6634",4.8300,"75,452,598.4000",12.6667,17.1638
600697.SH,"82,322,857.6850",2.5000,"128,991,515.8000",10.2800,11.7449
600698.SH,"305,971,914.7196",1.6200,"528,670,956.8000",3.9733,4.7838
600699.SH,"363,346,298.8602",4.3500,"470,087,906.8000",15.4333,16.9143
600702.SH,"172,477,351.5990",17.1000,"157,622,123.0000",78.1333,95.8547
600703.SH,"586,489,662.2990",2.3000,"585,028,703.0000",11.8800,13.1887
600704.SH,"757,891,740.4348",0.7900,"584,056,756.4000",4.4433,4.5491
600705.SH,"2,610,147,849.3976",0.7600,"1,574,044,274.0000",3.1333,3.3570
600706.SH,"164,500,303.7213",3.1600,"287,520,652.6000",12.0167,13.7571
600707.SH,"481,341,205.2098",1.9600,"499,679,795.0000",6.3233,6.3266
600708.SH,"1,316,320,500.9901",0.8100,"900,505,171.6000",2.0733,2.2417
600710.SH,"229,748,563.4328",1.8400,"198,432,302.6000",7.5600,7.5754
600711.SH,"712,669,452.5510",0.9900,"527,976,986.0000",3.6900,4.1470
600712.SH,"349,243,009.7368",1.3000,"502,893,591.8000",3.6133,4.2072
600713.SH,"184,286,059.4655",0.8000,"247,307,487.2000",4.3300,4.7260
600714.SH,"74,367,819.7051",3.1000,"61,689,994.0000",6.7800,8.2738
600715.SH,"2,175,078,180.6818",0.9900,"1,833,145,473.2000",1.6100,2.0590
600716.SH,"335,960,808.0128",0.9900,"520,687,018.8000",3.0300,3.4964
600717.SH,"366,271,566.5105",0.4900,"294,156,450.6000",4.1200,4.2293
600718.SH,"258,206,496.0901",2.5200,"251,921,983.0000",7.8400,8.8099
600719.SH,"117,079,935.5372",1.6500,"240,311,336.2000",6.8500,7.4188
600720.SH,"151,086,551.2270",1.8000,"129,240,493.4000",9.3000,10.0006
600721.SH,"277,724,934.1421",2.1800,"371,747,663.4000",5.5233,6.7895
600722.SH,"143,341,103.5176",1.2300,"160,137,989.2000",3.7500,4.4074
600724.SH,"235,605,409.6203",0.9000,"246,566,433.4000",3.7767,3.9614
600725.SH,"307,244,647.4265",1.1100,"471,043,346.8000",2.5367,2.7658
600726.SH,"266,692,453.8835",0.3500,"273,725,813.8000",1.9833,2.1707
600727.SH,"179,801,533.1407",1.5200,"130,069,598.2000",4.9167,5.7595
600728.SH,"651,267,942.4184",1.5700,"672,914,511.4000",4.8400,5.3369
600729.SH,"40,974,315.5155",6.8000,"49,104,980.2000",29.7233,29.1605
600730.SH,"365,145,215.9596",1.6900,"356,933,181.2000",4.6600,5.3405
600731.SH,"103,200,637.4126",1.4300,"109,189,282.4000",5.3833,6.1605
600732.SH,"832,687,871.5136",3.4000,"903,228,265.8000",14.5433,17.0361
600733.SH,"2,326,815,078.1513",2.5000,"3,901,576,562.2000",5.1900,5.6800
600734.SH,"324,054,786.6894",0.9400,"189,001,176.6000",2.9700,3.4290
600735.SH,"184,883,930.1811",1.6300,"299,364,059.4000",4.7467,5.6492
600736.SH,"200,521,556.1485",0.7800,"261,275,426.2000",4.1700,4.5817
600737.SH,"596,503,644.0567",1.5700,"433,810,808.6000",8.6467,8.6747
600738.SH,"218,241,923.5577",1.2000,"369,553,538.4000",3.9533,4.8574
600739.SH,"185,677,781.5217",3.0300,"122,426,721.4000",10.7100,11.5115
600740.SH,"302,946,384.6774",0.8700,"314,596,425.6000",4.7367,4.9770
600741.SH,"202,824,446.8231",2.0100,"208,270,129.2000",16.8600,17.1689
600742.SH,"263,300,544.4181",2.1400,"580,406,896.8000",7.8733,8.8792
600743.SH,"876,096,980.4688",0.4000,"783,407,682.6000",1.2233,1.4787
600744.SH,"545,667,045.0172",0.8300,"603,656,871.0000",2.7767,3.1773
600745.SH,"287,577,742.8047",9.5000,"335,939,425.8000",35.3500,40.6490
600746.SH,"117,451,049.0164",1.7900,"90,715,373.8000",5.6700,6.6193
600748.SH,"561,390,574.7692",0.8500,"535,758,053.2000",3.2333,3.5621
600749.SH,"81,251,797.0209",2.7000,"73,489,122.6000",9.4567,10.9274
600750.SH,"152,649,915.6736",3.5400,"156,971,035.8000",22.7000,21.6569
600751.SH,"443,373,173.1707",0.5400,"826,761,437.6000",2.3267,2.5437
600753.SH,"97,705,273.5414",3.4600,"112,027,443.0000",6.6567,8.9420
600754.SH,"179,914,336.8892",7.4700,"202,455,189.2000",27.1233,30.9582
600755.SH,"367,532,946.8085",1.0200,"349,495,471.0000",7.2600,7.2151
600756.SH,"131,671,057.9526",3.8900,"102,512,677.4000",10.9233,12.8433
600757.SH,"393,181,884.5222",1.7000,"331,802,368.0000",7.0633,7.5090
600758.SH,"273,952,909.5541",0.8900,"265,003,431.0000",2.9700,3.5141
600759.SH,"205,087,866.0714",0.4000,"254,245,841.8000",2.1933,2.3938
600760.SH,"171,056,059.2109",5.3800,"189,254,029.6000",36.8100,39.9331
600761.SH,"149,933,456.7366",4.5900,"158,001,139.2000",20.0533,19.0542
600763.SH,"70,032,559.2609",15.4300,"75,632,721.6000",62.0700,73.7926
600764.SH,"83,895,245.5490",5.7800,"94,395,919.0000",20.3567,22.3145
600765.SH,"411,419,490.0304",4.1400,"358,525,562.0000",15.1167,18.3732
600766.SH,"20,587,435.2612",3.9600,"43,142,813.2000",14.8867,15.5470
600768.SH,"72,624,942.9440",3.6600,"63,987,033.6000",7.6933,9.7808
600769.SH,"153,624,888.3627",2.5900,"247,234,977.6000",6.8467,8.2332
600770.SH,"278,384,153.5809",1.2700,"208,444,213.2000",3.5133,4.3360
600771.SH,"146,685,482.6500",5.7700,"138,109,081.0000",24.8500,27.1562
600773.SH,"129,889,190.4040",3.0200,"136,673,759.6000",9.2600,10.5022
600774.SH,"92,398,183.2386",2.4900,"83,289,509.2000",6.6100,8.5966
600775.SH,"875,939,633.1843",5.2900,"1,209,032,381.8000",10.0567,11.0431
600776.SH,"220,345,661.7761",3.2900,"322,002,438.0000",9.5167,10.7001
600777.SH,"2,123,907,943.4944",0.4900,"3,076,273,136.4000",2.6333,2.7390
600778.SH,"137,697,214.2857",1.9600,"122,630,855.4000",4.1500,5.4064
600779.SH,"63,143,925.5277",9.5300,"67,946,864.8000",47.8500,54.4523
600780.SH,"193,392,827.5216",2.0000,"187,802,262.4000",6.4867,7.9425
600782.SH,"611,217,637.2549",0.4700,"658,550,897.8000",3.5133,3.6727
600783.SH,"83,805,386.8237",3.9800,"77,707,841.4000",10.9133,11.4011
600784.SH,"120,312,684.2105",1.3600,"108,294,014.6000",4.9033,5.6697
600785.SH,"143,974,560.0343",6.6600,"91,860,401.6000",16.6567,15.5383
600787.SH,"294,158,070.4000",1.0000,"225,684,463.4000",4.7600,5.0783
600789.SH,"430,340,175.5267",1.3600,"633,577,100.0000",5.8700,6.5888
600790.SH,"160,056,694.5206",0.8800,"128,451,495.0000",3.4700,3.8177
600791.SH,"325,372,361.4085",1.6900,"249,573,243.2000",3.5567,4.2634
600792.SH,"619,033,478.7686",1.6300,"1,079,727,726.0000",4.3600,4.4507
600793.SH,"59,902,225.5788",2.7500,"61,215,936.8000",8.6333,10.4087
600794.SH,"347,661,534.9162",0.9000,"370,409,932.6000",3.3867,3.7668
600795.SH,"2,308,966,879.4872",0.5500,"2,101,699,071.2000",4.6100,4.2892
600796.SH,"125,265,859.0308",1.4000,"119,448,224.2000",4.4067,5.1436
600797.SH,"400,860,224.0204",2.2000,"364,101,784.4000",5.3233,6.0196
600798.SH,"300,787,713.8365",0.7500,"373,309,254.6000",3.0633,3.4473
600800.SH,"249,593,023.0769",1.0900,"212,472,434.4000",2.6100,3.2303
600801.SH,"186,350,024.0973",2.3200,"149,447,287.8000",13.7433,13.4404
600802.SH,"219,702,917.6152",1.5700,"147,098,762.0000",3.6333,4.5407
600803.SH,"131,212,349.3860",2.1200,"143,743,301.0000",18.2033,17.7262
600804.SH,"408,918,357.9105",0.7500,"402,766,689.2000",3.2200,3.9438
600805.SH,"307,909,162.9540",1.2500,"446,850,871.4000",3.8800,4.3675
600807.SH,"307,122,563.6364",0.8700,"362,688,243.8000",2.5167,3.0010
600808.SH,"754,032,750.1887",0.4400,"584,085,238.4000",2.6233,2.6761
600809.SH,"72,304,119.1496",38.8000,"79,033,112.6000",223.6800,227.3344
600810.SH,"125,977,455.3459",1.5700,"114,607,666.8000",6.0100,6.8856
600811.SH,"698,599,790.0000",0.4100,"627,211,147.2000",1.6233,1.9115
600812.SH,"269,367,490.5812",1.3100,"254,986,616.2000",4.6533,5.3017
600814.SH,"137,355,512.7063",1.4700,"311,843,796.6000",5.8033,6.7306
600815.SH,"323,734,617.6471",0.7700,"279,410,293.6000",2.3200,2.5911
600816.SH,"771,497,049.3151",0.6300,"697,102,446.2000",2.7833,3.0020
600817.SH,"37,738,532.8994",2.1000,"56,195,973.8000",7.8367,8.9052
600818.SH,"131,476,396.8413",5.6500,"145,321,863.6000",11.1767,12.7760
600819.SH,"347,920,268.6499",1.6100,"311,772,236.8000",4.1600,4.7627
600820.SH,"672,303,339.5161",0.9100,"532,919,170.0000",5.9633,5.9212
600821.SH,"300,532,102.2648",1.1600,"287,177,376.6000",5.5467,5.9742
600822.SH,"370,590,534.9156",2.2300,"293,526,688.6000",9.1700,10.1800
600823.SH,"382,407,185.5932",0.2900,"630,183,924.0000",1.1300,1.2207
600824.SH,"321,007,865.0000",0.6900,"376,569,817.4000",3.3367,3.6201
600825.SH,"1,004,509,402.0134",1.9500,"702,507,511.8000",4.4733,4.6507
600826.SH,"201,925,651.8086",3.0700,"141,797,036.8000",8.0000,9.0345
600827.SH,"195,030,354.4070",2.2900,"167,374,034.8000",8.9067,9.6913
600828.SH,"303,760,657.0552",1.2700,"280,432,931.6000",3.0900,3.5802
600829.SH,"148,942,058.5987",1.7900,"171,337,442.6000",5.9967,7.0179
600830.SH,"743,488,823.1565",2.8400,"469,935,073.6000",7.0700,7.3533
600831.SH,"345,218,889.9281",1.4700,"300,593,313.4000",3.9400,4.8733
600833.SH,"69,429,935.3525",2.5300,"85,067,855.0000",9.4733,10.9913
600834.SH,"81,981,814.8997",1.9800,"86,869,323.4000",6.8533,7.7105
600835.SH,"166,243,031.2947",2.9600,"126,023,490.6000",11.7967,12.4622
600836.SH,"995,226,141.9580",1.2500,"488,007,241.4000",2.9400,3.5907
600837.SH,"688,218,742.8884",1.1000,"595,104,626.8000",8.8667,9.2768
600838.SH,"260,987,706.5770",1.5800,"373,264,647.8000",6.6300,7.1050
600839.SH,"3,466,666,693.1907",1.6700,"6,049,374,519.4000",4.7233,4.9632
600841.SH,"219,506,367.6471",1.8800,"175,966,823.0000",4.0433,5.2480
600843.SH,"218,452,411.0132",1.4400,"210,482,606.8000",4.3067,5.1560
600844.SH,"346,006,173.7037",0.9000,"569,307,680.8000",2.5533,2.8542
600845.SH,"107,074,483.6966",9.1000,"100,496,023.2000",43.7667,45.2367
600846.SH,"125,611,156.5611",1.6900,"187,507,944.4000",8.4833,9.0966
600847.SH,"91,268,245.8390",3.6500,"64,622,662.0000",7.0267,9.6289
600848.SH,"194,501,228.1572",2.7100,"128,830,624.4000",10.4667,10.6083
600850.SH,"133,360,517.6817",6.1400,"147,211,512.8000",18.6867,20.6662
600851.SH,"102,501,900.1822",1.6300,"100,303,839.4000",5.1733,6.1133
600853.SH,"342,296,990.5405",1.0500,"865,223,974.4000",3.5233,4.0172
600854.SH,"228,521,789.9263",1.2100,"159,158,146.4000",3.8800,4.6007
600855.SH,"109,684,710.1617",2.7900,"81,412,944.6000",8.0900,9.8259
600857.SH,"72,024,840.1439",3.0000,"53,511,874.8000",6.8500,8.2857
600858.SH,"234,022,973.6111",1.1400,"193,766,521.6000",4.1400,4.9589
600859.SH,"252,166,790.7407",3.1100,"245,889,280.2000",14.2900,16.1797
600860.SH,"212,755,426.9753",5.4300,"241,111,010.6000",10.7200,12.0205
600861.SH,"44,910,945.5371",4.2700,"44,634,009.0000",17.8067,19.5727
600862.SH,"205,892,376.0021",5.2200,"176,292,823.6000",18.4667,20.5782
600863.SH,"1,676,546,323.3032",0.7500,"1,477,859,605.2000",4.3233,4.0400
600864.SH,"1,314,295,008.9005",1.6700,"1,277,003,480.4000",5.6067,5.8705
600865.SH,"50,951,993.2331",2.0500,"49,376,508.4000",6.4133,7.5025
600866.SH,"210,489,639.5735",1.1200,"161,051,029.8000",4.0133,4.5746
600867.SH,"510,550,556.1117",2.2900,"513,148,967.8000",9.8267,10.4322
600868.SH,"256,544,390.8696",0.3900,"224,007,873.0000",2.2033,2.4410
600869.SH,"299,350,171.0396",1.1700,"261,851,176.4000",3.7500,4.1922
600871.SH,"1,087,043,966.4865",0.3000,"967,157,470.4000",1.7833,1.8661
600872.SH,"202,625,705.3734",5.1600,"174,110,804.0000",23.8233,27.5377
600873.SH,"420,886,651.7593",1.3900,"295,676,112.4000",10.5033,10.0347
600874.SH,"169,190,178.3333",0.9000,"142,342,046.0000",5.1667,5.5172
600875.SH,"306,307,382.0795",3.2200,"265,082,422.6000",15.2833,15.5103
600876.SH,"55,793,969.3614",3.2200,"47,495,833.2000",11.6633,13.1465
600877.SH,"171,152,658.9228",3.9100,"316,591,139.0000",11.4100,12.8283
600879.SH,"617,883,070.0974",1.7100,"647,956,934.6000",6.6200,7.1806
600880.SH,"511,674,451.0965",1.6900,"416,349,133.4000",4.3367,4.8050
600881.SH,"367,275,259.4937",0.4300,"339,237,497.4000",1.5167,1.8340
600882.SH,"91,144,138.7580",3.8700,"97,455,806.6000",13.2933,15.7884
600883.SH,"107,527,217.2742",2.1700,"82,068,199.0000",6.0333,7.3227
600884.SH,"321,936,738.6364",3.0800,"283,058,247.2000",10.8400,12.2284
600885.SH,"172,109,368.0723",7.9900,"122,210,254.0000",24.8967,26.6033
600886.SH,"407,929,565.5795",1.2500,"435,338,260.8000",14.3533,13.5052
600887.SH,"788,835,519.8589",2.6300,"679,777,633.2000",28.0400,27.5559
600888.SH,"253,797,664.8276",1.3100,"207,071,497.2000",6.8933,7.2795
600889.SH,"159,548,054.6569",1.9300,"202,198,250.6000",3.8233,4.8187
600892.SH,"324,392,983.7054",1.9400,"500,131,714.2000",4.2333,5.0288
600893.SH,"182,054,284.7428",6.4200,"194,657,954.0000",32.4700,35.1061
600894.SH,"193,714,042.4242",2.7400,"134,900,567.0000",7.4033,7.6187
600895.SH,"724,043,327.4874",5.7900,"1,598,563,804.6000",17.9700,19.2461
600897.SH,"63,101,882.1290",2.2500,"55,963,545.2000",12.3467,12.9256
600898.SH,"86,741,160.5714",0.6000,"72,308,849.6000",1.6900,2.3924
600900.SH,"1,321,194,951.6567",1.5900,"1,255,377,899.4000",24.9800,23.8658
600901.SH,"688,037,259.7959",0.7100,"589,507,599.6000",4.7833,4.8477
600903.SH,"94,859,555.6485",1.3500,"132,386,700.0000",6.7733,7.5661
600905.SH,"1,662,561,861.9048",0.4300,"1,407,029,778.4000",4.5167,4.6146
600906.SH,"746,702,155.4124",1.7100,"702,682,387.2000",7.4567,7.6820
600908.SH,"380,384,284.1300",0.6600,"327,653,986.2000",5.1300,5.1635
600909.SH,"812,016,360.3734",0.8200,"712,875,994.8000",4.5733,4.7767
600916.SH,"234,230,146.7662",1.4900,"191,210,741.4000",9.5933,10.0469
600917.SH,"74,306,677.1959",1.0100,"69,648,936.8000",5.6900,6.2988
600918.SH,"484,494,142.4460",0.9900,"466,725,815.8000",6.6800,6.9126
600919.SH,"2,666,089,793.2203",0.8200,"2,467,634,879.2000",7.6033,7.2348
600925.SH,"181,652,535.0459",0.7800,"162,808,090.8000",5.2233,5.4983
600926.SH,"495,143,544.7653",1.2800,"400,555,570.4000",11.0400,10.8138
600927.SH,"83,059,465.7823",3.1300,"73,011,072.6000",13.8100,15.1066
600928.SH,"609,737,145.3521",0.6700,"429,434,951.8000",3.4667,3.4775
600929.SH,"231,520,501.5790",1.4300,"173,747,707.6000",5.3967,6.0580
600933.SH,"96,809,899.3207",4.7700,"100,334,922.2000",19.8800,21.0445
600935.SH,"244,221,230.8511",0.5900,"245,243,316.8000",2.6900,3.1491
600936.SH,"256,735,550.6897",0.9500,"248,305,089.4000",2.7233,3.3657
600938.SH,"729,348,330.2731",4.0700,"675,583,572.0000",24.3933,22.4130
600939.SH,"253,282,111.7021",0.7700,"198,872,110.2000",2.7100,3.1197
600941.SH,"165,959,507.9314",8.0800,"178,571,688.2000",102.6933,99.1359
600955.SH,"39,105,562.7907",3.5200,"27,840,653.6000",14.8867,17.0173
600956.SH,"106,605,096.3768",1.4400,"108,963,432.2000",7.8267,8.1101
600958.SH,"903,244,934.6198",1.0800,"909,757,101.4000",8.5500,8.8034
600959.SH,"716,745,137.1069",0.5900,"671,445,592.6000",2.9900,3.1352
600960.SH,"421,057,584.2391",1.8100,"961,792,812.8000",3.4900,3.8039
600961.SH,"354,712,141.4737",1.6400,"295,034,726.2000",9.4467,8.7876
600962.SH,"87,610,674.7562",3.7000,"81,092,882.6000",9.3233,10.7307
600963.SH,"265,753,938.1526",1.2600,"300,134,543.2000",4.6800,5.5168
600965.SH,"135,727,901.0352",1.3800,"99,226,183.2000",4.6300,5.6310
600966.SH,"195,696,346.1268",1.7000,"157,020,980.0000",5.2733,5.9428
600967.SH,"216,609,673.0576",1.6900,"163,517,218.2000",7.4433,8.1400
600968.SH,"671,830,097.2892",0.6500,"681,674,263.0000",3.1300,3.0875
600969.SH,"100,217,842.5743",1.5300,"75,021,983.2000",4.9933,5.9156
600970.SH,"401,509,889.0472",2.1400,"335,670,930.4000",11.0167,10.7495
600971.SH,"290,344,001.7004",2.9100,"324,787,637.0000",11.9467,11.0264
600973.SH,"244,239,488.3375",1.0800,"361,263,191.4000",3.8100,4.4180
600975.SH,"383,088,261.3542",2.1300,"526,034,086.8000",9.4300,9.8822
600976.SH,"38,170,898.4635",16.0700,"36,087,770.6000",52.1733,58.9487
600977.SH,"400,305,946.6612",2.2200,"354,698,504.0000",11.6567,12.3546
600979.SH,"482,534,287.0432",0.6900,"437,285,245.6000",2.8800,3.2420
600980.SH,"92,300,754.9816",4.3200,"100,629,325.6000",12.7700,14.8724
600981.SH,"452,530,532.5301",0.7600,"626,126,677.0000",2.3967,2.7021
600982.SH,"187,190,141.5761",0.6800,"196,678,840.6000",3.5633,3.9537
600983.SH,"44,759,235.3459",2.2200,"47,171,638.2000",7.4433,8.1487
600984.SH,"443,119,864.7940",0.9900,"254,966,574.2000",2.5067,3.3940
600985.SH,"394,363,146.3852",3.4900,"376,837,508.0000",18.7533,16.8610
600986.SH,"931,848,169.2153",1.7500,"991,089,190.8000",4.5533,5.2610
600987.SH,"185,478,662.5000",1.5700,"185,098,277.2000",6.7567,7.7029
600988.SH,"462,946,878.9474",2.7100,"434,750,631.6000",12.6967,13.3918
600989.SH,"300,972,233.9227",2.5600,"313,419,834.0000",14.5033,14.4558
600990.SH,"94,422,846.5387",5.1600,"74,758,762.8000",13.5300,17.7298
600992.SH,"100,046,261.3466",3.1300,"109,423,030.2000",11.5000,13.9518
600993.SH,"74,419,579.8718",4.0000,"82,928,038.6000",22.6000,23.3748
600995.SH,"206,223,111.4706",2.5000,"171,285,320.8000",9.4067,9.7503
600996.SH,"292,755,758.4383",2.6500,"332,432,222.2000",7.2700,8.6513
600997.SH,"180,890,483.0357",1.7900,"216,711,118.2000",7.6500,7.4512
600998.SH,"410,352,152.0885",2.1900,"271,493,509.0000",7.9500,8.0130
600999.SH,"359,579,358.0142",1.5000,"288,219,839.0000",13.7733,13.8706
601000.SH,"919,321,791.7431",0.7100,"786,461,938.0000",4.3167,3.9304
601001.SH,"275,658,159.3985",3.3200,"342,671,153.2000",12.9600,12.4168
601002.SH,"165,790,430.6452",1.0400,"117,446,063.0000",3.6267,4.2974
601003.SH,"177,336,907.3826",0.5600,"196,257,093.0000",2.8733,3.1954
601005.SH,"993,143,470.1493",0.1900,"1,104,418,383.0000",1.2967,1.3904
601006.SH,"3,303,512,306.0322",0.5000,"1,684,607,394.8000",7.5333,7.3617
601007.SH,"149,507,814.1369",1.7500,"197,994,822.6000",6.3767,7.5048
601008.SH,"170,207,434.2318",0.6500,"200,832,779.2000",3.5800,3.9287
601009.SH,"545,548,705.6000",0.7800,"436,399,927.4000",8.5567,8.1812
601010.SH,"302,318,718.6047",0.4400,"329,324,177.0000",2.0633,2.3194
601011.SH,"509,863,227.9851",0.7200,"659,425,695.2000",2.5067,3.0807
601012.SH,"1,808,337,483.8041",4.2400,"2,353,174,876.4000",20.2267,22.3576
601015.SH,"259,862,779.5337",0.9800,"566,126,683.8000",3.6200,4.1259
601016.SH,"939,026,509.6667",0.6700,"585,147,459.4000",2.9100,3.0513
601018.SH,"548,304,425.1412",0.3300,"411,523,037.0000",3.4700,3.5452
601019.SH,"249,544,955.9659",3.1400,"222,359,973.0000",10.1933,9.7066
601020.SH,"315,537,860.1017",2.2200,"344,523,002.6000",7.3833,8.6265
601021.SH,"80,289,209.9529",7.3000,"72,945,898.0000",55.3633,54.6545
601022.SH,"207,367,611.3063",2.3000,"418,397,771.4000",8.6700,9.6645
601028.SH,"226,435,333.0011",2.5200,"382,969,679.0000",8.4167,9.6955
601033.SH,"272,582,133.8621",3.2700,0.0000,13.9900,14.4800
601038.SH,"120,423,821.6722",3.5400,"123,545,650.8000",14.2233,13.7436
601058.SH,"661,081,495.7639",2.8600,"506,328,120.4000",13.4467,12.5714
601059.SH,"629,685,045.5463",4.6800,"812,123,498.6000",15.9400,16.9658
601061.SH,"849,969,399.5043",1.9600,"411,027,356.6000",7.9167,7.7812
601065.SH,"103,931,825.1528",2.1600,"166,380,353.4000",9.3933,10.7091
601066.SH,"237,061,737.4678",2.6400,"277,515,641.8000",22.7133,23.7108
601068.SH,"543,570,398.3607",1.5500,"268,266,035.2000",4.5233,4.8102
601069.SH,"99,200,714.8467",1.8800,"104,787,668.8000",10.0267,11.4672
601077.SH,"1,496,309,225.0000",0.3500,"1,257,607,383.8000",4.4100,4.2493
601083.SH,"285,975,509.4869",2.6000,0.0000,10.1100,11.3967
601086.SH,"291,414,797.4118",1.5700,"291,039,002.2000",4.0933,4.8367
601088.SH,"599,126,330.4145",5.1000,"505,907,193.2000",38.5000,34.7560
601089.SH,"106,022,841.5044",2.9800,"68,050,957.2000",14.0433,15.9136
601096.SH,"1,788,472,307.2917",1.8300,0.0000,5.4967,5.6711
601098.SH,"334,495,497.7419",1.6300,"299,096,606.4000",11.9567,11.5280
601099.SH,"3,830,398,238.4840",0.7300,"6,685,606,540.0000",3.3133,3.5010
601100.SH,"98,261,315.2438",10.0600,"93,880,403.6000",53.8967,55.5755
601101.SH,"339,294,365.6716",2.0400,"277,738,209.6000",7.2233,6.7235
601106.SH,"588,257,329.0780",0.6000,"399,960,852.8000",2.6800,2.8464
601107.SH,"356,214,458.1213",1.4300,"262,560,486.6000",4.8267,4.5670
601108.SH,"921,721,919.2983",1.5000,"823,791,826.4000",7.6067,7.8136
601111.SH,"960,515,634.2246",0.9200,"951,754,000.0000",7.3400,7.6432
601113.SH,"500,443,950.9259",0.7300,"483,920,797.8000",3.1367,3.3382
601116.SH,"116,003,773.8749",2.5300,"177,421,359.6000",8.6400,10.2200
601117.SH,"1,349,130,035.5301",1.3400,"1,089,435,561.4000",6.6333,6.8892
601118.SH,"479,815,620.3579",0.7500,"380,370,887.0000",4.2400,4.3591
601121.SH,"98,783,953.6627",1.1900,"131,153,643.0000",5.6600,6.5886
601126.SH,"136,418,688.6819",2.8300,"132,066,459.6000",13.6933,14.2789
601127.SH,"880,326,528.1627",37.3300,"1,329,765,769.6000",79.4867,73.1344
601128.SH,"520,170,987.8187",0.7200,"440,051,615.8000",7.0533,6.9321
601133.SH,"71,306,845.2403",2.9000,"123,491,706.0000",10.1033,12.0724
601136.SH,"1,312,131,608.6839",6.7800,"901,020,310.4000",20.5900,20.2576
